,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
0,KEGG_2021_Human,Cytokine-cytokine receptor interaction,12/295,1.4439715954292454e-06,0.00015450496071092926,0,0,6.335823914978556,85.20487715067239,IL10;CXCL10;CCL8;CCL22;TNFRSF13B;IL7;IL12B;IL12A;CCR7;CCL18;CCR10;IL17RB
1,KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,7/100,7.578986428271555e-06,0.00040547577391252817,0,0,10.938330170777988,128.9643465517695,IL10;CXCL10;CCL8;CCL22;CCR7;CCL18;CCR10
2,KEGG_2021_Human,Allograft rejection,4/38,0.0001531195186947579,0.0054612628334463,0,0,16.77782479898434,147.38130836037053,IL10;IL12B;GZMB;IL12A
3,KEGG_2021_Human,Pertussis,5/76,0.00021407136182837556,0.005726408928909,0,0,10.096958562972036,85.3112337204473,IL10;C1QB;C1QA;IL12B;IL12A
4,KEGG_2021_Human,Intestinal immune network for IgA production,4/48,0.00038190288944736287,0.0081727218341735,0,0,12.958142576847612,101.9850422437306,IL10;TNFRSF13B;CCR10;AICDA
5,KEGG_2021_Human,Chemokine signaling pathway,7/192,0.0004692216457239617,0.0083677860154106,0,0,5.473131955484897,41.9484658103938,CXCL10;HCK;CCL8;CCL22;CCR7;CCL18;CCR10
6,KEGG_2021_Human,Chagas disease,5/102,0.0008320960714578564,0.01271918280657,0,0,7.380845659644405,52.34172942975762,IL10;C1QB;C1QA;IL12B;IL12A
7,KEGG_2021_Human,Leishmaniasis,4/77,0.0022637676779565,0.0276721517549357,0,0,7.798955356262935,47.50129033181741,IL10;FCGR3A;IL12B;IL12A
8,KEGG_2021_Human,African trypanosomiasis,3/37,0.002327564166303,0.0276721517549357,0,0,12.493487394957985,75.7471767674398,IL10;IL12B;IL12A
9,KEGG_2021_Human,Type I diabetes mellitus,3/43,0.0035832287206006,0.0383405473104274,0,0,10.61625,59.78531641106525,IL12B;GZMB;IL12A
10,KEGG_2021_Human,IL-17 signaling pathway,4/94,0.0046471714736661,0.0417573124268037,0,0,6.320383693045564,33.94991907354449,CXCL10;S100A9;IL17RB;S100A8
11,KEGG_2021_Human,Staphylococcus aureus infection,4/95,0.0048249650521897,0.0417573124268037,0,0,6.250612696655862,33.340466764965726,IL10;C1QB;C1QA;FCGR3A
12,KEGG_2021_Human,JAK-STAT signaling pathway,5/162,0.0062120035436732,0.0417573124268037,0,0,4.546293732114834,23.100954150240767,IL10;CCND2;IL7;IL12B;IL12A
13,KEGG_2021_Human,Glycosaminoglycan biosynthesis,3/53,0.0064578589743204,0.0417573124268037,0,0,8.488714285714286,42.803980542076,FUT8;CHST7;CHST2
14,KEGG_2021_Human,Coronavirus disease,6/232,0.0065335620813152,0.0417573124268037,0,0,3.8042116142368063,19.138239161899357,C1QB;CXCL10;C1QA;IL12B;TLR8;IL12A
15,KEGG_2021_Human,Toll-like receptor signaling pathway,4/104,0.0066343393575295,0.0417573124268037,0,0,5.685467625899281,28.51544119036889,CXCL10;IL12B;TLR8;IL12A
16,KEGG_2021_Human,C-type lectin receptor signaling pathway,4/104,0.0066343393575295,0.0417573124268037,0,0,5.685467625899281,28.51544119036889,IL10;CCL22;IL12B;IL12A
17,KEGG_2021_Human,Inflammatory bowel disease,3/65,0.0113170631951042,0.0672736534375643,0,0,6.841589861751152,30.660199612393885,IL10;IL12B;IL12A
18,KEGG_2021_Human,Transcriptional misregulation in cancer,5/192,0.0123914594909665,0.069783482396496,0,0,3.811129194760909,16.73370710605998,ARNT2;FUT8;CCND2;NFKBIZ;GZMB
19,KEGG_2021_Human,RIG-I-like receptor signaling pathway,3/70,0.0138217887506293,0.0739465698158672,0,0,6.329424307036248,27.09948736952012,CXCL10;IL12B;IL12A
20,KEGG_2021_Human,Systemic lupus erythematosus,4/135,0.0161293375448433,0.0821828151094398,0,0,4.333241803503762,17.883789228082605,IL10;C1QB;C1QA;FCGR3A
21,KEGG_2021_Human,Complement and coagulation cascades,3/85,0.0230902224171081,0.1123024453922985,0,0,5.1676829268292686,19.47361740567939,C1QB;C1QA;VSIG4
22,KEGG_2021_Human,Primary immunodeficiency,2/38,0.0301716473015321,0.1403637504897366,0,0,7.809692671394799,27.340583102015515,TNFRSF13B;AICDA
23,KEGG_2021_Human,Tryptophan metabolism,2/42,0.0362773888179595,0.1575138477822752,0,0,7.027304964539007,23.30648297596289,EHHADH;ASMT
24,KEGG_2021_Human,Amoebiasis,3/102,0.0368023008837091,0.1575138477822752,0,0,4.276623376623377,14.122243953748098,IL10;IL12B;IL12A
25,KEGG_2021_Human,Tuberculosis,4/180,0.0404503561606075,0.1664687734301925,0,0,3.217952910398953,10.322162646368936,IL10;FCGR3A;IL12B;IL12A
26,KEGG_2021_Human,Toxoplasmosis,3/112,0.0464325319510093,0.1840104043984445,0,0,3.8823066841415454,11.91773014470021,IL10;IL12B;IL12A
27,KEGG_2021_Human,Malaria,2/50,0.0497512691479657,0.1901209213868692,0,0,5.85372340425532,17.565380826397597,IL10;IL12A
28,KEGG_2021_Human,Autoimmune thyroid disease,2/53,0.0552014079707233,0.2036741604437032,0,0,5.508552357113058,15.956991690508053,IL10;GZMB
29,KEGG_2021_Human,Legionellosis,2/57,0.0627761118781806,0.217297499517166,0,0,5.106898774983882,14.136818431588363,IL12B;IL12A
30,KEGG_2021_Human,Osteoclast differentiation,3/127,0.0629553503274032,0.217297499517166,0,0,3.4100806451612904,9.429996703710884,FCGR3A;LILRA3;LILRA4
31,KEGG_2021_Human,Mineral absorption,2/60,0.0686740815181707,0.2296289600763833,0,0,4.8420151626314505,12.968773137837502,MT1M;MT1H
32,KEGG_2021_Human,Measles,3/139,0.0778660741661904,0.2524748465388598,0,0,3.1073004201680674,7.932207526815137,CCND2;IL12B;IL12A
33,KEGG_2021_Human,Pathways in cancer,7/531,0.087065386358076,0.2739998923621805,0,0,1.899009317467445,4.635663811985497,ARNT2;CCND2;IL7;IL12B;PMAIP1;IL12A;PIM2
34,KEGG_2021_Human,p53 signaling pathway,2/73,0.0961219327305885,0.2938584800620848,0,0,3.9528518629507534,9.258123611223978,CCND2;PMAIP1
35,KEGG_2021_Human,B cell receptor signaling pathway,2/81,0.1143080994757604,0.3373108514499145,0,0,3.5511266720531465,7.7018889559612385,LILRA3;LILRA4
36,KEGG_2021_Human,Peroxisome,2/82,0.116640200968662,0.3373108514499145,0,0,3.5065602836879437,7.534410334690092,PECR;EHHADH
37,KEGG_2021_Human,Influenza A,3/172,0.1256796349377746,0.3538873931142602,0,0,2.4963651732882504,5.177509273986582,CXCL10;IL12B;IL12A
38,KEGG_2021_Human,Th1 and Th2 cell differentiation,2/92,0.1405790259463812,0.3856911737503279,0,0,3.1153664302600474,6.112303719988321,IL12B;IL12A
39,KEGG_2021_Human,Fc gamma R-mediated phagocytosis,2/97,0.1529156198425307,0.4090492830787696,0,0,2.950653228816723,5.540940269516882,HCK;FCGR3A
40,KEGG_2021_Human,Epstein-Barr virus infection,3/202,0.1761048044459578,0.4385371985140506,0,0,2.1167982770997846,3.6761927252343343,CXCL10;ENTPD1;CCND2
41,KEGG_2021_Human,Biosynthesis of unsaturated fatty acids,1/27,0.1762345751037773,0.4385371985140506,0,0,5.371343445287107,9.32432649341272,ELOVL7
42,KEGG_2021_Human,Fatty acid elongation,1/27,0.1762345751037773,0.4385371985140506,0,0,5.371343445287107,9.32432649341272,ELOVL7
43,KEGG_2021_Human,Butanoate metabolism,1/28,0.1821324515199654,0.4429130071053705,0,0,5.172143974960877,8.8082703267003,EHHADH
44,KEGG_2021_Human,beta-Alanine metabolism,1/30,0.1938026997849468,0.4608197528219848,0,0,4.814958717824187,7.900936293655021,EHHADH
45,KEGG_2021_Human,Asthma,1/31,0.1995756616597384,0.4642303434259134,0,0,4.654225352112676,7.500572056522554,IL10
46,KEGG_2021_Human,Propanoate metabolism,1/34,0.2166493950559806,0.4932230908721262,0,0,4.230473751600512,6.470403515754424,EHHADH
47,KEGG_2021_Human,Neuroactive ligand-receptor interaction,4/341,0.2278153623390205,0.5078384118807332,0,0,1.6668445658903144,2.465629472730962,POMC;P2RY10;NMU;KISS1R
48,KEGG_2021_Human,FoxO signaling pathway,2/131,0.2407792767357616,0.5098973429057917,0,0,2.169223156853043,3.08870181837277,IL10;CCND2
49,KEGG_2021_Human,Natural killer cell mediated cytotoxicity,2/131,0.2407792767357616,0.5098973429057917,0,0,2.169223156853043,3.08870181837277,FCGR3A;GZMB
50,KEGG_2021_Human,Various types of N-glycan biosynthesis,1/39,0.2443055937691728,0.5098973429057917,0,0,3.6729058561897694,5.176356258133643,FUT8
51,KEGG_2021_Human,PI3K-Akt signaling pathway,4/354,0.2478005778607586,0.5098973429057917,0,0,1.6038643371017471,2.2376008209201976,TCL1A;CCND2;IL7;COL9A3
52,KEGG_2021_Human,Graft-versus-host disease,1/42,0.26043161336327,0.5250717179788296,0,0,3.4036413603572657,4.579310048714377,GZMB
53,KEGG_2021_Human,Fatty acid degradation,1/43,0.2657306473894262,0.5250717179788296,0,0,3.3224346076458757,4.403129846492805,EHHADH
54,KEGG_2021_Human,Apoptosis,2/142,0.2698966774657535,0.5250717179788296,0,0,1.9976697061803448,2.6163801152896493,PMAIP1;GZMB
55,KEGG_2021_Human,Amino sugar and nucleotide sugar metabolism,1/48,0.291665554686971,0.5467280217390663,0,0,2.9682349415642797,3.6573032442631024,CYB5R2
56,KEGG_2021_Human,"Valine, leucine and isoleucine degradation",1/48,0.291665554686971,0.5467280217390663,0,0,2.9682349415642797,3.6573032442631024,EHHADH
57,KEGG_2021_Human,Phagosome,2/152,0.2963572454286527,0.5467280217390663,0,0,1.86354609929078,2.266425463639187,MARCO;FCGR3A
58,KEGG_2021_Human,N-Glycan biosynthesis,1/50,0.3017829564686885,0.5473012939347403,0,0,2.846795056050589,3.410594866305226,FUT8
59,KEGG_2021_Human,Hedgehog signaling pathway,1/56,0.331282132457887,0.5811014454589166,0,0,2.5354673495518565,2.8011460491745943,CCND2
60,KEGG_2021_Human,Pyrimidine metabolism,1/56,0.331282132457887,0.5811014454589166,0,0,2.5354673495518565,2.8011460491745943,ENTPD1
61,KEGG_2021_Human,Cytosolic DNA-sensing pathway,1/63,0.3641368325702087,0.5875906247395769,0,0,2.248409813721036,2.2714010819024133,CXCL10
62,KEGG_2021_Human,Lysine degradation,1/63,0.3641368325702087,0.5875906247395769,0,0,2.248409813721036,2.2714010819024133,EHHADH
63,KEGG_2021_Human,GnRH secretion,1/64,0.3686976127514632,0.5875906247395769,0,0,2.2126089872568744,2.207693562520363,KISS1R
64,KEGG_2021_Human,Cortisol synthesis and secretion,1/65,0.3732259074309204,0.5875906247395769,0,0,2.1779269366197185,2.146502484169713,POMC
65,KEGG_2021_Human,Acute myeloid leukemia,1/67,0.3821859577355583,0.5875906247395769,0,0,2.1117157490396927,2.0311495454332995,PIM2
66,KEGG_2021_Human,MicroRNAs in cancer,3/310,0.3823497780274212,0.5875906247395769,0,0,1.3645881805490927,1.3119416044289904,CCND2;MIR155;FOXP1
67,KEGG_2021_Human,Retinol metabolism,1/68,0.3866181680863014,0.5875906247395769,0,0,2.080092495270128,1.9767487549555067,DHRS9
68,KEGG_2021_Human,Adipocytokine signaling pathway,1/69,0.3910188023529183,0.5875906247395769,0,0,2.0493993371996684,1.9243852240537056,POMC
69,KEGG_2021_Human,Renal cell carcinoma,1/69,0.3910188023529183,0.5875906247395769,0,0,2.0493993371996684,1.9243852240537056,ARNT2
70,KEGG_2021_Human,Neutrophil extracellular trap formation,2/189,0.3922707870845602,0.5875906247395769,0,0,1.4920165358212918,1.3962333925556445,FCGR3A;TLR8
71,KEGG_2021_Human,Prolactin signaling pathway,1/70,0.3953880839369115,0.5875906247395769,0,0,2.0195958358848745,1.8739577421357456,CCND2
72,KEGG_2021_Human,PPAR signaling pathway,1/74,0.4125560964126348,0.6047055111801634,0,0,1.908547173451669,1.6897953960362784,EHHADH
73,KEGG_2021_Human,Focal adhesion,2/201,0.4222020576024723,0.6093559132216878,0,0,1.401190348907659,1.2082061817404035,CCND2;COL9A3
74,KEGG_2021_Human,Viral carcinogenesis,2/203,0.4271186307628652,0.6093559132216878,0,0,1.3871070181009844,1.1800028971080905,CCND2;PMAIP1
75,KEGG_2021_Human,Lipid and atherosclerosis,2/215,0.4561499835752912,0.6244748877137299,0,0,1.3081610228748377,1.0268195570216567,IL12B;IL12A
76,KEGG_2021_Human,Colorectal cancer,1/86,0.4612089470988867,0.6244748877137299,0,0,1.6381110190555097,1.2677408194346094,PMAIP1
77,KEGG_2021_Human,Insulin secretion,1/86,0.4612089470988867,0.6244748877137299,0,0,1.6381110190555097,1.2677408194346094,TRPM4
78,KEGG_2021_Human,ECM-receptor interaction,1/88,0.4689193260900728,0.6244748877137299,0,0,1.6002914035939777,1.2119399477847146,COL9A3
79,KEGG_2021_Human,GABAergic synapse,1/89,0.4727333262131974,0.6244748877137299,0,0,1.5820262483994878,1.1852917837207242,SLC38A5
80,KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/89,0.4727333262131974,0.6244748877137299,0,0,1.5820262483994878,1.1852917837207242,BATF
81,KEGG_2021_Human,Aldosterone synthesis and secretion,1/98,0.5058581400347897,0.6554181992471168,0,0,1.4345869028604616,0.9776695464036133,POMC
82,KEGG_2021_Human,Hematopoietic cell lineage,1/99,0.5094086432764261,0.6554181992471168,0,0,1.4198764012647311,0.9577133756717252,IL7
83,KEGG_2021_Human,Melanogenesis,1/101,0.516433827390927,0.6554181992471168,0,0,1.391338028169014,0.9194074610800018,POMC
84,KEGG_2021_Human,Protein digestion and absorption,1/103,0.5233591051628356,0.6554181992471168,0,0,1.3639188069594037,0.8831202762085767,COL9A3
85,KEGG_2021_Human,T cell receptor signaling pathway,1/104,0.526784720890206,0.6554181992471168,0,0,1.35060850540134,0.8656905024026299,IL10
86,KEGG_2021_Human,Th17 cell differentiation,1/107,0.5369155658629213,0.6603444315785354,0,0,1.3121844273186287,0.8160664299944137,IRF4
87,KEGG_2021_Human,TNF signaling pathway,1/112,0.5533238843465348,0.672791541194082,0,0,1.2527598020555768,0.741397986979378,CXCL10
88,KEGG_2021_Human,Prion disease,2/273,0.5835841452752356,0.7016123993758451,0,0,1.0251498259663447,0.5521114868224957,C1QB;C1QA
89,KEGG_2021_Human,Cell cycle,1/124,0.5903860681865224,0.7019034366217544,0,0,1.1298522844383374,0.5954079786974998,CCND2
90,KEGG_2021_Human,Lysosome,1/128,0.6020483406566839,0.7035389720217601,0,0,1.0940445824553622,0.5551374071822066,NAPSA
91,KEGG_2021_Human,Purine metabolism,1/129,0.6049120133271207,0.7035389720217601,0,0,1.0854423415492958,0.5456217593166577,ENTPD1
92,KEGG_2021_Human,Yersinia infection,1/137,0.6270967581087735,0.7138229055067954,0,0,1.021178541839271,0.4765374914960273,IL10
93,KEGG_2021_Human,Estrogen signaling pathway,1/137,0.6270967581087735,0.7138229055067954,0,0,1.021178541839271,0.4765374914960273,POMC
94,KEGG_2021_Human,Cushing syndrome,1/155,0.6725919704563945,0.7464690429602285,0,0,0.9009968904335102,0.3573501591451499,POMC
95,KEGG_2021_Human,Cellular senescence,1/156,0.6749512122979163,0.7464690429602285,0,0,0.8951385733757383,0.3518922828294865,CCND2
96,KEGG_2021_Human,Hepatitis C,1/157,0.6772935717418193,0.7464690429602285,0,0,0.8893553629469122,0.3465377296659973,CXCL10
97,KEGG_2021_Human,Human papillomavirus infection,2/331,0.6878371357265372,0.7464690429602285,0,0,0.841923731919205,0.31505054655715,CCND2;COL9A3
98,KEGG_2021_Human,Hippo signaling pathway,1/163,0.6909998587440772,0.7464690429602285,0,0,0.8561554512258738,0.3164484618566239,CCND2
99,KEGG_2021_Human,Wnt signaling pathway,1/166,0.6976346195889986,0.7464690429602285,0,0,0.840460947503201,0.3026161846250428,CCND2
100,KEGG_2021_Human,NOD-like receptor signaling pathway,1/181,0.72874513040812,0.7665210452493425,0,0,0.7698356807511737,0.2436000463198283,NLRP7
101,KEGG_2021_Human,Axon guidance,1/182,0.7307023048171302,0.7665210452493425,0,0,0.7655435374679014,0.2401886310534216,EPHB1
102,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,1/193,0.7513272733256459,0.7805050315130496,0,0,0.7212808098591549,0.2062242372947451,HCK
103,KEGG_2021_Human,Proteoglycans in cancer,1/205,0.7720414765410047,0.7943119037489182,0,0,0.6784382767191384,0.1755235185628088,IL12B
104,KEGG_2021_Human,cAMP signaling pathway,1/216,0.7895199009115889,0.8015423245167093,0,0,0.6433671798231247,0.152047119129817,POMC
105,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,1/219,0.7940512747548708,0.8015423245167093,0,0,0.6344165912908645,0.1463010604239967,CCND2
106,KEGG_2021_Human,Herpes simplex virus 1 infection,2/498,0.8745483367489592,0.8745483367489592,0,0,0.5536776481354381,0.0742192221768262,IL12B;IL12A
107,GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),9/159,2.172675783608512e-06,0.0011223388382124,0,0,8.82402985074627,115.06138788224648,IL10;CXCL10;NLRP7;EHHADH;TNIP3;IL12A;S100A9;S100A8;FOXP1
108,GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),12/308,2.260501184717992e-06,0.0011223388382124,0,0,6.053538271095523,78.69553749235867,HCK;TCL1A;CCL8;CCL22;NLRP7;IL7;IL12B;CCR7;MNDA;CCL18;LILRA3;LILRA4
109,GO_Biological_Process_2023,T-helper Cell Differentiation (GO:0042093),4/18,7.092667281505435e-06,0.0018174051450899,0,0,40.78725590955807,483.5920230024906,GPR183;IL12B;BATF;FOXP1
110,GO_Biological_Process_2023,Response To Molecule Of Bacterial Origin (GO:0002237),6/69,9.953291887869709e-06,0.0018174051450899,0,0,13.760166840458812,158.48419692954653,IL10;EHHADH;IL12A;S100A9;S100A8;FOXP1
111,GO_Biological_Process_2023,Neutrophil Chemotaxis (GO:0030593),6/70,1.082282487515043e-05,0.0018174051450899,0,0,13.544479927007298,154.8655956919322,CXCL10;CCL8;CCL22;CCL18;S100A9;S100A8
112,GO_Biological_Process_2023,Granulocyte Chemotaxis (GO:0071621),6/73,1.3806736861617848e-05,0.0018174051450899,0,0,12.936049678614228,144.75897405631903,CXCL10;CCL8;CCL22;CCL18;S100A9;S100A8
113,GO_Biological_Process_2023,Lymphocyte Chemotaxis (GO:0048247),5/44,1.5114615718245864e-05,0.0018174051450899,0,0,18.411371237458194,204.36342872357184,CXCL10;CCL8;CCL22;GPR183;CCL18
114,GO_Biological_Process_2023,Regulation Of B Cell Proliferation (GO:0030888),5/44,1.5114615718245864e-05,0.0018174051450899,0,0,18.411371237458194,204.36342872357184,IL10;TNFRSF13B;IL7;GPR183;MNDA
115,GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),10/257,1.6471949955498126e-05,0.0018174051450899,0,0,5.969376883504308,65.74583129697355,CXCL10;HCK;CCL8;CCL22;IL7;IL12B;IL12A;CCL18;LILRA3;LILRA4
116,GO_Biological_Process_2023,Neutrophil Migration (GO:1990266),6/77,1.878460927081968e-05,0.0018653117005923,0,0,12.20479078852678,132.8183023117081,CXCL10;CCL8;CCL22;CCL18;S100A9;S100A8
117,GO_Biological_Process_2023,Regulation Of Interleukin-12 Production (GO:0032655),5/50,2.849036095149353e-05,0.0025719025840757,0,0,15.951690821256038,166.94951464681884,IL10;IL12B;TLR8;CCR7;FOXP1
118,GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),7/127,3.604466105794536e-05,0.0029826957025449,0,0,8.465625,86.60970823612278,IL10;POMC;FCGR3A;EHHADH;IL12B;LILRA4;FOXP1
119,GO_Biological_Process_2023,Negative Regulation Of B Cell Proliferation (GO:0030889),3/10,4.139889617122962e-05,0.003162238761387,0,0,60.765306122448976,613.2590459674897,IL10;TNFRSF13B;MNDA
120,GO_Biological_Process_2023,Negative Regulation Of Interleukin-12 Production (GO:0032695),3/13,9.712587779623856e-05,0.0065387759436574,0,0,42.52928571428571,392.9494506760748,IL10;TLR8;CCR7
121,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),10/320,0.00010443381122477709,0.0065387759436574,0,0,4.740965316517099,43.46022553939455,IL10;IL7;IRF4;EHHADH;IL12B;TLR8;IL12A;CCR7;FOXP1;BATF
122,GO_Biological_Process_2023,Macrophage Activation (GO:0042116),4/35,0.00011043437597682164,0.0065387759436574,0,0,18.404270132281276,167.68294492183205,C1QA;FCGR3A;EHHADH;FOXP1
123,GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),8/204,0.00011194279057620942,0.0065387759436574,0,0,5.944368858654573,54.07903012706549,IGHM;GNLY;EHHADH;IL12B;IL12A;S100A9;MPEG1;S100A8
124,GO_Biological_Process_2023,Dendritic Cell Chemotaxis (GO:0002407),3/15,0.00015290592299372138,0.008424440805791,0,0,35.4375,311.34280815520987,GPR183;CCR7;TRPM4
125,GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),4/39,0.00016967655197967947,0.008424440805791,0,0,16.29763617677287,141.48982826189828,IL10;TNFRSF13B;MNDA;VSIG4
126,GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),4/39,0.00016967655197967947,0.008424440805791,0,0,16.29763617677287,141.48982826189828,PMAIP1;RNF183;S100A9;S100A8
127,GO_Biological_Process_2023,Regulation Of Interleukin-1 Production (GO:0032652),3/16,0.00018720778562133047,0.0085217890075872,0,0,32.70989010989011,280.7585186363618,IL10;CCR7;FOXP1
128,GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Proliferation (GO:0050671),5/74,0.00018880096492136916,0.0085217890075872,0,0,10.39067422810334,89.0981320227157,FCGR3A;IL7;GPR183;IL12B;IL12A
129,GO_Biological_Process_2023,Cellular Response To Lipopolysaccharide (GO:0071222),6/124,0.000268851800164743,0.0107221830906809,0,0,7.326116540888284,60.23057012042023,IL10;CXCL10;HCK;NLRP7;EHHADH;TNIP3
130,GO_Biological_Process_2023,Dendritic Cell Migration (GO:0036336),3/18,0.00026994418657303425,0.0107221830906809,0,0,28.345714285714287,232.92510581630495,GPR183;CCR7;TRPM4
131,GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Activation (GO:0032816),3/18,0.00026994418657303425,0.0107221830906809,0,0,28.345714285714287,232.92510581630495,FCGR3A;IL12B;IL12A
132,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),7/178,0.0002973586976352724,0.0111214819414967,0,0,5.925438596491228,48.11794726870223,IL10;NLRP7;IL12B;TLR8;IL12A;CCR7;VSIG4
133,GO_Biological_Process_2023,Inflammatory Response (GO:0006954),8/236,0.0003023967899500617,0.0111214819414967,0,0,5.101754385964912,41.34344683897356,CXCL10;NRROS;CCL8;CCL22;CCR7;CCL18;S100A9;S100A8
134,GO_Biological_Process_2023,Regulation Of Inflammatory Response (GO:0050727),8/240,0.0003384464308868688,0.0116518077126676,0,0,5.012771392081737,40.0577817052198,IL10;HCK;NLRP7;NFKBIZ;IL12B;S100A9;S100A8;FOXP1
135,GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),5/84,0.00034174351400142105,0.0116518077126676,0,0,9.070812694918365,72.3982385400949,NLRP7;TLR8;CCR7;MNDA;FOXP1
136,GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),4/47,0.00035201835989932416,0.0116518077126676,0,0,13.260163961853772,105.4425327987918,IL10;POMC;EHHADH;LILRA4
137,GO_Biological_Process_2023,Negative Regulation Of B Cell Activation (GO:0050869),3/20,0.0003731980326597169,0.0118509240381634,0,0,25.008403361344534,197.40136511759883,IL10;TNFRSF13B;MNDA
138,GO_Biological_Process_2023,Cellular Defense Response (GO:0006968),4/48,0.00038190288944736287,0.0118509240381634,0,0,12.958142576847612,101.9850422437306,GNLY;EHHADH;CD5L;MNDA
139,GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),4/49,0.0004135576601896182,0.0124443259566148,0,0,12.669544364508392,98.70479170028734,IL10;POMC;EHHADH;LILRA4
140,GO_Biological_Process_2023,Natural Killer Cell Mediated Immunity (GO:0002228),3/22,0.0004988944515715787,0.0134334109384942,0,0,22.37368421052632,170.10971650029856,FCGR3A;GZMB;SLAMF7
141,GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002860),2/5,0.0005005399846166023,0.0134334109384942,0,0,93.87234042553192,713.4131786877364,IL12B;IL12A
142,GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Immune Response To Tumor Cell (GO:0002857),2/5,0.0005005399846166023,0.0134334109384942,0,0,93.87234042553192,713.4131786877364,IL12B;IL12A
143,GO_Biological_Process_2023,Regulation Of NK T Cell Activation (GO:0051133),2/5,0.0005005399846166023,0.0134334109384942,0,0,93.87234042553192,713.4131786877364,IL12B;IL12A
144,GO_Biological_Process_2023,Eosinophil Chemotaxis (GO:0048245),3/24,0.0006488655908442329,0.016108088292708,0,0,20.240816326530613,148.57335975374693,CCL22;CCL8;CCL18
145,GO_Biological_Process_2023,Eosinophil Migration (GO:0072677),3/24,0.0006488655908442329,0.016108088292708,0,0,20.240816326530613,148.57335975374693,CCL22;CCL8;CCL18
146,GO_Biological_Process_2023,Natural Killer Cell Mediated Cytotoxicity (GO:0042267),3/24,0.0006488655908442329,0.016108088292708,0,0,20.240816326530613,148.57335975374693,FCGR3A;GZMB;SLAMF7
147,GO_Biological_Process_2023,Negative Regulation Of Protein Transport (GO:0051224),3/25,0.0007335019665509469,0.0168649479965493,0,0,19.319805194805195,139.44417695511578,IL12B;IL12A;ADTRP
148,GO_Biological_Process_2023,Chemokine-Mediated Signaling Pathway (GO:0070098),4/57,0.0007376947346515109,0.0168649479965493,0,0,10.752816614632822,77.54910328909786,CXCL10;CCL8;CCL22;CCL18
149,GO_Biological_Process_2023,Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237),2/6,0.0007472887329790241,0.0168649479965493,0,0,70.40070921985816,506.8188539731339,PMAIP1;RNF183
150,GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903588),2/6,0.0007472887329790241,0.0168649479965493,0,0,70.40070921985816,506.8188539731339,IL12B;IL12A
151,GO_Biological_Process_2023,Regulation Of Interferon-Alpha Production (GO:0032647),3/26,0.0008248533109793919,0.0181468069609975,0,0,18.47888198757764,131.20569802874584,IL10;TLR8;LILRA4
152,GO_Biological_Process_2023,Cellular Response To Chemokine (GO:1990869),4/59,0.0008406375832889084,0.0181468069609975,0,0,10.360758665794638,73.36815761462226,CXCL10;CCL8;CCL22;CCL18
153,GO_Biological_Process_2023,Positive Regulation Of Inflammatory Response (GO:0050729),5/104,0.000908319120472404,0.0191906571623212,0,0,7.231005709266578,50.64534781088415,EHHADH;NFKBIZ;IL12B;S100A9;S100A8
154,GO_Biological_Process_2023,Regulation Of Dendritic Cell Chemotaxis (GO:2000508),2/7,0.0010412997163339,0.0202747180062659,0,0,56.3177304964539,386.749940724219,CCR7;IL12A
155,GO_Biological_Process_2023,Regulation Of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002858),2/7,0.0010412997163339,0.0202747180062659,0,0,56.3177304964539,386.749940724219,IL12B;IL12A
