,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
542,GO_Biological_Process_2023,Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),1/16,0.1085035282753908,0.245430532067114,0,0,9.315492957746478,20.689454501587115,TRPM4
543,GO_Biological_Process_2023,Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),1/16,0.1085035282753908,0.245430532067114,0,0,9.315492957746478,20.689454501587115,FOXP1
544,GO_Biological_Process_2023,Negative Regulation Of Chemokine Production (GO:0032682),1/16,0.1085035282753908,0.245430532067114,0,0,9.315492957746478,20.689454501587115,IL10
545,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719),1/16,0.1085035282753908,0.245430532067114,0,0,9.315492957746478,20.689454501587115,IL10
546,GO_Biological_Process_2023,Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),2/79,0.1096813047186152,0.2464107139945361,0,0,3.643732154370453,8.053290626455267,MYOCD;CCND2
547,GO_Biological_Process_2023,Positive Regulation Of Cytoskeleton Organization (GO:0051495),2/79,0.1096813047186152,0.2464107139945361,0,0,3.643732154370453,8.053290626455267,HCK;CCR7
548,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Membrane (GO:1905477),2/79,0.1096813047186152,0.2464107139945361,0,0,3.643732154370453,8.053290626455267,MTCL1;GZMB
549,GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),3/162,0.1102299832522775,0.2470843642652631,0,0,2.654716981132076,5.854145620547853,HCK;PIM2;EPHB1
550,GO_Biological_Process_2023,Positive Regulation Of Growth (GO:0045927),2/81,0.1143080994757604,0.2485373452560244,0,0,3.5511266720531465,7.7018889559612385,S100A9;S100A8
551,GO_Biological_Process_2023,Negative Regulation Of Interleukin-8 Production (GO:0032717),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,IL10
552,GO_Biological_Process_2023,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,HCK
553,GO_Biological_Process_2023,Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,IL10
554,GO_Biological_Process_2023,Neuron Maturation (GO:0042551),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,C1QA
555,GO_Biological_Process_2023,Base Conversion Or Substitution Editing (GO:0016553),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,AICDA
556,GO_Biological_Process_2023,Carbohydrate Derivative Transport (GO:1901264),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,EHHADH
557,GO_Biological_Process_2023,Regulation Of Receptor Recycling (GO:0001919),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,RAB29
558,GO_Biological_Process_2023,Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,IL12B
559,GO_Biological_Process_2023,Positive Regulation Of Heart Rate (GO:0010460),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,TRPM4
560,GO_Biological_Process_2023,Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,CHST2
561,GO_Biological_Process_2023,Positive Regulation Of Macrophage Activation (GO:0043032),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,EHHADH
562,GO_Biological_Process_2023,Toll-Like Receptor 4 Signaling Pathway (GO:0034142),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,TNIP3
563,GO_Biological_Process_2023,Keratan Sulfate Metabolic Process (GO:0042339),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,CHST2
564,GO_Biological_Process_2023,Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,ELOVL7
565,GO_Biological_Process_2023,Myeloid Cell Activation Involved In Immune Response (GO:0002275),1/17,0.1148828212210626,0.2485373452560244,0,0,8.732834507042254,18.89647946482192,EHHADH
566,GO_Biological_Process_2023,Regulation Of Histone Modification (GO:0031056),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,MYOCD
567,GO_Biological_Process_2023,Regulation Of Mitochondrial Membrane Permeability (GO:0046902),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,PMAIP1
568,GO_Biological_Process_2023,Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,CCND2
569,GO_Biological_Process_2023,Positive Regulation Of Interleukin-4 Production (GO:0032753),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,IRF4
570,GO_Biological_Process_2023,Positive Regulation Of Monocyte Chemotaxis (GO:0090026),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,CXCL10
571,GO_Biological_Process_2023,Positive Regulation Of Neutrophil Chemotaxis (GO:0090023),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,CCR7
572,GO_Biological_Process_2023,Positive Regulation Of Osteoclast Differentiation (GO:0045672),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,IL12B
573,GO_Biological_Process_2023,Regulation Of T Cell Cytokine Production (GO:0002724),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,TRPM4
574,GO_Biological_Process_2023,Regulation Of cAMP-mediated Signaling (GO:0043949),1/18,0.1212167829384625,0.257197148414302,0,0,8.218724109362055,17.34294402575858,POMC
575,GO_Biological_Process_2023,Negative Regulation Of Cell Cycle (GO:0045786),2/85,0.1237078256512128,0.2619229656112033,0,0,3.379304451849953,7.062181076626318,IL10;MYOCD
576,GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),4/267,0.1249003446492157,0.2638851962482367,0,0,2.1439396011707745,4.459906991653289,IL10;IL12B;IL12A;PRAME
577,GO_Biological_Process_2023,Bicarbonate Transport (GO:0015701),1/19,0.1275057332493747,0.2659941031861956,0,0,7.761737089201878,15.986026740575618,CYB5R2
578,GO_Biological_Process_2023,Regulation Of Tissue Remodeling (GO:0034103),1/19,0.1275057332493747,0.2659941031861956,0,0,7.761737089201878,15.986026740575618,IL12B
579,GO_Biological_Process_2023,Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),1/19,0.1275057332493747,0.2659941031861956,0,0,7.761737089201878,15.986026740575618,CHST7
580,GO_Biological_Process_2023,Positive Regulation Of Activated T Cell Proliferation (GO:0042104),1/19,0.1275057332493747,0.2659941031861956,0,0,7.761737089201878,15.986026740575618,IL12B
581,GO_Biological_Process_2023,Mesoderm Development (GO:0007498),1/19,0.1275057332493747,0.2659941031861956,0,0,7.761737089201878,15.986026740575618,HCK
582,GO_Biological_Process_2023,Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),1/19,0.1275057332493747,0.2659941031861956,0,0,7.761737089201878,15.986026740575618,MYOCD
583,GO_Biological_Process_2023,Regulation Of Neuron Projection Development (GO:0010975),3/174,0.1288595218144078,0.2682547278023208,0,0,2.4669172932330827,5.054793575854695,RAB29;ZNF804A;S100A9
584,GO_Biological_Process_2023,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),2/88,0.1308764757713495,0.2718462845959468,0,0,3.260926933861125,6.631099268991172,GPM6A;CCR7
585,GO_Biological_Process_2023,Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,HCK
586,GO_Biological_Process_2023,Response To Ketone (GO:1901654),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,CCR7
587,GO_Biological_Process_2023,Striated Muscle Cell Differentiation (GO:0051146),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,MYOCD
588,GO_Biological_Process_2023,Positive Regulation Of Leukocyte Activation (GO:0002696),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,EHHADH
589,GO_Biological_Process_2023,Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,IL10
590,GO_Biological_Process_2023,Protein Deacylation (GO:0035601),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,ABHD17C
591,GO_Biological_Process_2023,Microglial Cell Activation (GO:0001774),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,C1QA
592,GO_Biological_Process_2023,Myoblast Differentiation (GO:0045445),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,MYOCD
593,GO_Biological_Process_2023,Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,MYOCD
594,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016),1/20,0.1337499897609051,0.2718462845959468,0,0,7.3528539659006675,14.792346387731271,NLRP7
595,GO_Biological_Process_2023,Positive Regulation Of Protein Phosphorylation (GO:0001934),5/377,0.1338699226257986,0.2718462845959468,0,0,1.8977910238429168,3.8162426858883607,MARCO;TCL1A;CCND2;CCR7;ADTRP
596,GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),5/379,0.1360008925846186,0.2756099721153598,0,0,1.8874486553514689,3.765637167007996,IL10;MYOCD;IL12B;IL12A;PIM2
597,GO_Biological_Process_2023,Lymphocyte Differentiation (GO:0030098),2/91,0.1381387229272917,0.2779404375987815,0,0,3.1505299227030044,6.236464089753063,IL10;AICDA
598,GO_Biological_Process_2023,Negative Regulation Of Interleukin-2 Production (GO:0032703),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,VSIG4
599,GO_Biological_Process_2023,Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,IL10
600,GO_Biological_Process_2023,Response To Cadmium Ion (GO:0046686),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,MT1H
601,GO_Biological_Process_2023,Sodium Ion Import Across Plasma Membrane (GO:0098719),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,TRPM4
602,GO_Biological_Process_2023,Positive Regulation Of Granulocyte Chemotaxis (GO:0071624),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,CCR7
603,GO_Biological_Process_2023,Positive Regulation Of Heart Contraction (GO:0045823),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,TRPM4
604,GO_Biological_Process_2023,Positive Regulation Of Interferon-Alpha Production (GO:0032727),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,TLR8
605,GO_Biological_Process_2023,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,PMAIP1
606,GO_Biological_Process_2023,Negative Regulation Of Biomineral Tissue Development (GO:0070168),1/21,0.1399498678745123,0.2779404375987815,0,0,6.984859154929578,13.735523016928296,TRPM4
607,GO_Biological_Process_2023,Positive Regulation Of Neuron Projection Development (GO:0010976),2/92,0.1405790259463812,0.2786326801691747,0,0,3.1153664302600474,6.112303719988321,ZNF804A;S100A9
608,GO_Biological_Process_2023,Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,HCK
609,GO_Biological_Process_2023,Fc-epsilon Receptor Signaling Pathway (GO:0038095),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,LILRA4
610,GO_Biological_Process_2023,Regulation Of Histone Acetylation (GO:0035065),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,MYOCD
611,GO_Biological_Process_2023,Oligosaccharide Biosynthetic Process (GO:0009312),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,FUT8
612,GO_Biological_Process_2023,Cellular Response To Cadmium Ion (GO:0071276),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,MT1H
613,GO_Biological_Process_2023,Placenta Development (GO:0001890),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,PLAC1
614,GO_Biological_Process_2023,Cellular Response To Interferon-Beta (GO:0035458),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,MNDA
615,GO_Biological_Process_2023,Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,ADTRP
616,GO_Biological_Process_2023,Cytoskeleton-Dependent Intracellular Transport (GO:0030705),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,HOOK1
617,GO_Biological_Process_2023,Modulation By Host Of Viral Process (GO:0044788),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,RAB29
618,GO_Biological_Process_2023,Natural Killer Cell Activation Involved In Immune Response (GO:0002323),1/22,0.1461056807448291,0.2833651191008112,0,0,6.6519114688128775,12.794453338425477,FCGR3A
619,GO_Biological_Process_2023,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),2/96,0.1504311271338151,0.2884584259325115,0,0,2.982194054625019,5.649020868943953,HCK;CCR7
620,GO_Biological_Process_2023,Regulation Of Interleukin-4 Production (GO:0032673),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,IRF4
621,GO_Biological_Process_2023,Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,SH3BP5
622,GO_Biological_Process_2023,Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,IL12B
623,GO_Biological_Process_2023,Cellular Lipid Catabolic Process (GO:0044242),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,PLBD1
624,GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,EHHADH
625,GO_Biological_Process_2023,Positive Regulation Of Neutrophil Migration (GO:1902624),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,CCR7
626,GO_Biological_Process_2023,Positive Regulation Of Protein Targeting To Membrane (GO:0090314),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,MTCL1
627,GO_Biological_Process_2023,Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,ELOVL7
628,GO_Biological_Process_2023,Lymphocyte Activation Involved In Immune Response (GO:0002285),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,GPR183
629,GO_Biological_Process_2023,Protein N-linked Glycosylation Via Asparagine (GO:0018279),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,FUT8
630,GO_Biological_Process_2023,Regulation Of T Cell Migration (GO:2000404),1/23,0.1522177393641853,0.2884584259325115,0,0,6.349231754161331,11.95206869552785,CXCL10
631,GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),2/98,0.155408208339685,0.2939435254882043,0,0,2.919769503546099,5.43573494818336,IL10;GZMB
632,GO_Biological_Process_2023,Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114),1/24,0.1582863525332583,0.2960044219689746,0,0,6.072872014696877,11.19442576486264,IL10
633,GO_Biological_Process_2023,Negative Regulation Of Ossification (GO:0030279),1/24,0.1582863525332583,0.2960044219689746,0,0,6.072872014696877,11.19442576486264,TRPM4
634,GO_Biological_Process_2023,Regulation Of Muscle Cell Differentiation (GO:0051147),1/24,0.1582863525332583,0.2960044219689746,0,0,6.072872014696877,11.19442576486264,MYOCD
635,GO_Biological_Process_2023,Early Endosome To Late Endosome Transport (GO:0045022),1/24,0.1582863525332583,0.2960044219689746,0,0,6.072872014696877,11.19442576486264,HOOK1
636,GO_Biological_Process_2023,Positive Regulation Of Interleukin-17 Production (GO:0032740),1/24,0.1582863525332583,0.2960044219689746,0,0,6.072872014696877,11.19442576486264,IL12B
637,GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717),1/24,0.1582863525332583,0.2960044219689746,0,0,6.072872014696877,11.19442576486264,IL12A
638,GO_Biological_Process_2023,Neuron Projection Development (GO:0031175),3/192,0.1586923574163242,0.2962058475834774,0,0,2.229931972789116,4.104831592720733,DOCK10;GPM6A;EPHB1
639,GO_Biological_Process_2023,Regulation Of Organelle Organization (GO:0033043),2/100,0.1604167144707384,0.2971978945643006,0,0,2.859892893327544,5.233547895270227,S100A9;S100A8
640,GO_Biological_Process_2023,Response To UV (GO:0009411),2/100,0.1604167144707384,0.2971978945643006,0,0,2.859892893327544,5.233547895270227,IL12B;IL12A
641,GO_Biological_Process_2023,Hemopoiesis (GO:0030097),2/101,0.1629321604365097,0.2971978945643006,0,0,2.830861809585214,5.136376130129086,IL10;TNFRSF13B
642,GO_Biological_Process_2023,Regulation Of Monocyte Chemotaxis (GO:0090025),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,CXCL10
643,GO_Biological_Process_2023,Regulation Of Neutrophil Chemotaxis (GO:0090022),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,CCR7
644,GO_Biological_Process_2023,Carbohydrate Biosynthetic Process (GO:0016051),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,FUT8
645,GO_Biological_Process_2023,Regulation Of Protein Processing (GO:0070613),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,NLRP7
646,GO_Biological_Process_2023,Cellular Response To Steroid Hormone Stimulus (GO:0071383),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,ADTRP
647,GO_Biological_Process_2023,Positive Regulation Of T Cell Migration (GO:2000406),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,CXCL10
648,GO_Biological_Process_2023,Response To dsRNA (GO:0043331),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,PMAIP1
649,GO_Biological_Process_2023,Positive Regulation Of Interleukin-2 Production (GO:0032743),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,IRF4
650,GO_Biological_Process_2023,fatty-acyl-CoA Biosynthetic Process (GO:0046949),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,ELOVL7
651,GO_Biological_Process_2023,Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,HOOK1
652,GO_Biological_Process_2023,Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,PMAIP1
653,GO_Biological_Process_2023,Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,MYOCD
654,GO_Biological_Process_2023,Regulation Of B Cell Activation (GO:0050864),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,IL10
655,GO_Biological_Process_2023,Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),1/25,0.1643118269041299,0.2971978945643006,0,0,5.819542253521127,10.510030883267577,HCK
656,GO_Biological_Process_2023,Protein Catabolic Process (GO:0030163),2/102,0.1654547587377764,0.2987210462302035,0,0,2.8024113475177304,5.041699104175877,PMAIP1;GZMB
657,GO_Biological_Process_2023,Cellular Response To Oxygen-Containing Compound (GO:1901701),5/406,0.166198128776786,0.2995185877955508,0,0,1.7579240305034516,3.15472591141529,IL10;CXCL10;NLRP7;EHHADH;TNIP3
658,GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,IL10
659,GO_Biological_Process_2023,Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,NLRP7
660,GO_Biological_Process_2023,L-amino Acid Transport (GO:0015807),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,SLC38A5
661,GO_Biological_Process_2023,Acute Inflammatory Response (GO:0002526),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,EHHADH
662,GO_Biological_Process_2023,Camera-Type Eye Development (GO:0043010),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,CRYBA4
663,GO_Biological_Process_2023,Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,CDHR3
664,GO_Biological_Process_2023,Plasma Membrane Invagination (GO:0099024),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,MARCO
665,GO_Biological_Process_2023,Regulation Of Vasoconstriction (GO:0019229),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,TRPM4
666,GO_Biological_Process_2023,Response To Glucocorticoid (GO:0051384),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,IL10
667,GO_Biological_Process_2023,Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,MTCL1
668,GO_Biological_Process_2023,Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,CCR7
669,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),1/26,0.1702944669620657,0.3003595127767873,0,0,5.586478873239437,9.889331165414369,TRPM4
670,GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway (GO:0097193),2/105,0.1730631963508385,0.3047016914474869,0,0,2.7203745782551816,4.771804843006746,BCL2L10;PMAIP1
671,GO_Biological_Process_2023,Positive Regulation Of Cell Growth (GO:0030307),2/106,0.1756121468641217,0.3054117505725147,0,0,2.6940807419530826,4.686292636301192,S100A9;S100A8
672,GO_Biological_Process_2023,Regulation Of Immunoglobulin Production (GO:0002637),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,IL10
673,GO_Biological_Process_2023,Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,TRPM4
674,GO_Biological_Process_2023,Amino Acid Import Across Plasma Membrane (GO:0089718),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,SLC38A5
675,GO_Biological_Process_2023,Cardiac Muscle Cell Differentiation (GO:0055007),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,MYOCD
676,GO_Biological_Process_2023,Positive Regulation Of TORC1 Signaling (GO:1904263),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,STAMBPL1
677,GO_Biological_Process_2023,Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,P2RY10
678,GO_Biological_Process_2023,"Synaptic Transmission, Glutamatergic (GO:0035249)",1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,CDHR3
679,GO_Biological_Process_2023,Regulation Of Androgen Receptor Signaling Pathway (GO:0060765),1/27,0.1762345751037773,0.3054117505725147,0,0,5.371343445287107,9.32432649341272,FOXP1
680,GO_Biological_Process_2023,Regulation Of Chemotaxis (GO:0050920),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,GPR183
681,GO_Biological_Process_2023,Regulation Of Glucose Metabolic Process (GO:0010906),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,PMAIP1
682,GO_Biological_Process_2023,Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,ZNF804A
683,GO_Biological_Process_2023,Regulation Of Protein Targeting To Membrane (GO:0090313),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,MTCL1
684,GO_Biological_Process_2023,Phospholipid Catabolic Process (GO:0009395),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,PLBD1
685,GO_Biological_Process_2023,Diterpenoid Metabolic Process (GO:0016101),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,PECR
686,GO_Biological_Process_2023,Positive Regulation Of Defense Response To Virus By Host (GO:0002230),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,IL12B
687,GO_Biological_Process_2023,Pyroptosis (GO:0070269),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,GZMB
688,GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,PMAIP1
689,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),1/28,0.1821324515199654,0.3102187381806616,0,0,5.172143974960877,8.8082703267003,TRPM4
690,GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),11/1127,0.1834331096535927,0.3118991059692081,0,0,1.3994175627240144,2.373279525781282,IL10;ARNT2;NFKBIZ;ZBTB32;ZNF804A;IL12B;JADE3;ADTRP;AFF3;PARP15;FOXP1
691,GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),3/207,0.1850048447943455,0.3140338647534788,0,0,2.064390756302521,3.483397773111629,MYOCD;PRAME;TRPM4
692,GO_Biological_Process_2023,Regulation Of JNK Cascade (GO:0046328),2/110,0.1858661953769916,0.3149575631558919,0,0,2.593774625689519,4.364617820803959,CCR7;EPHB1
693,GO_Biological_Process_2023,Response To Alcohol (GO:0097305),1/29,0.1879883944003141,0.3155549985246071,0,0,4.987173038229376,8.335436585984167,CCR7
