gene,log2FC,pvalue,padj,-log10_padj,Significance
BATF,1.7106244598532827,6.756031995456638e-30,5.152600401868262e-26,25.28797353694758,Upregulated in ABC
BCL2L10,2.134790573811678,5.828854970985206e-26,1.333642017361415e-22,21.874960730201085,Upregulated in ABC
TNFRSF13B,1.5839748768967952,1.0481228539594693e-25,1.9984209082160548e-22,21.699313035197243,Upregulated in ABC
CYB5R2,2.520473922218874,1.321225887759083e-25,2.325357562455986e-22,21.633510257629105,Upregulated in ABC
ENTPD1,1.1153888553914193,6.674585136452004e-23,7.635725396101092e-20,19.11714969854742,Upregulated in ABC
RAB29,1.1625347536261028,7.017919743446066e-23,7.646190653811713e-20,19.116554877273558,Upregulated in ABC
SLA,1.3458916691789784,1.3673041077783258e-22,1.2513567194387237e-19,18.902618870002566,Upregulated in ABC
FUT8,1.2134468897598243,2.581174654575961e-22,2.1091884320249278e-19,18.675884619249125,Upregulated in ABC
BSPRY,2.0174959300572812,3.3621679312172606e-22,2.6526345609052045e-19,18.5763225762951,Upregulated in ABC
ABHD17C,1.5303299165912991,4.24974722751646e-22,3.241140552185887e-19,18.489302135362358,Upregulated in ABC
PIM2,1.3364554316149153,5.343437244932977e-22,3.8205576301270784e-19,18.417873244938324,Upregulated in ABC
MPEG1,1.3517928851371739,6.669201448586556e-22,4.487980268931188e-19,18.34794906109083,Upregulated in ABC
ZBTB32,3.1213257964023704,1.511951843423446e-21,9.349583291223904e-19,18.029207745101274,Upregulated in ABC
NFKBIZ,1.4048756406391334,2.9835691919849527e-21,1.7964227134898872e-18,17.745591462470955,Upregulated in ABC
ARID3A,1.1389329715606478,1.1523134331706606e-20,6.277364607367789e-18,17.202222645545692,Upregulated in ABC
KIAA0226L,2.3494795497939913,1.5492145187797607e-19,7.233883304016515e-17,16.140628501495115,Upregulated in ABC
SACS,1.0455437644457863,2.526145123115528e-19,1.1559640083376657e-16,15.937055687735285,Upregulated in ABC
CLECL1,1.637379911566678,5.569988871173045e-19,2.409813175294857e-16,15.618016625509606,Upregulated in ABC
STAMBPL1,1.0772711620272686,2.0228449422794856e-18,8.119770575325374e-16,15.090456241605848,Upregulated in ABC
FOXP1,1.0383261481258181,5.693777817179148e-18,2.0355255696415457e-15,14.69132343777759,Upregulated in ABC
IRF4,1.2768511037416679,9.872309258265866e-18,3.371319937748105e-15,14.47220003104316,Upregulated in ABC
MIR155,1.8853003718219283,1.4230403353828935e-17,4.7187192570377686e-15,14.326175860492665,Upregulated in ABC
HCK,1.2662908250427107,7.764513134685218e-17,2.1932353150814542e-14,13.658914769800445,Upregulated in ABC
BTLA,1.4333937292734409,8.261292223102412e-17,2.3051020251778438e-14,13.637309847718512,Upregulated in ABC
JADE3,1.8550276354135278,3.553992442693502e-16,9.035038565425257e-14,13.04406998934371,Upregulated in ABC
FAM46C,1.5342677117877614,4.282137596423893e-16,1.0534979377008461e-13,12.977366310218216,Upregulated in ABC
KCNA3,1.8836927946940016,4.3743149909331953e-16,1.0647268828994842e-13,12.972761780451847,Upregulated in ABC
ADTRP,1.3655577328911679,6.750373909736e-16,1.5444855505475967e-13,12.811216150390566,Upregulated in ABC
SH3BP5,1.182670887348006,2.081745185113447e-15,4.3300299850359694e-13,12.363509096189228,Upregulated in ABC
HIST1H1C,1.233226509898504,5.056816094924489e-15,9.48360264359609e-13,12.02302665095163,Upregulated in ABC
CHST7,1.0492781629986951,1.8807371664128154e-14,3.073661883394658e-12,11.512343908551399,Upregulated in ABC
TBC1D27,1.2816607376143114,2.08657494667518e-14,3.362030618304797e-12,11.473398335720978,Upregulated in ABC
LOC101928789,1.0794109134760337,2.489119546475603e-14,3.954934390511236e-12,11.402860716736539,Upregulated in ABC
TOX2,1.6550809968847355,7.115953236966233e-14,1.0711382240907066e-11,10.970154482402098,Upregulated in ABC
SIDT1,1.0628598130841134,1.8045649448631534e-13,2.533033493157604e-11,10.596359067691742,Upregulated in ABC
HPDL,2.0686930961712395,2.7191347643581246e-13,3.747819482440596e-11,10.426221335518507,Upregulated in ABC
P2RY10,1.000207165109036,3.013892840949457e-13,4.1292136647259626e-11,10.384132644126838,Upregulated in ABC
PECR,1.005707768063513,3.042478546388683e-13,4.143566020319826e-11,10.382625737058685,Upregulated in ABC
MNDA,1.4427985127122922,4.008166379820436e-13,5.2705084350742284e-11,10.278147487273937,Upregulated in ABC
MYOCD,2.3407678122801734,4.847743086840837e-13,6.162020101495463e-11,10.210276889278683,Upregulated in ABC
PMAIP1,1.1445454728168052,7.601137928194104e-13,9.350216978337695e-11,10.029178310902736,Upregulated in ABC
PLBD1,1.1372216862626887,1.4285650188432543e-12,1.618097407481864e-10,9.79099533794097,Upregulated in ABC
FAM129C,1.6544439754798521,1.7649731061526967e-12,1.9603196441152284e-10,9.707673108053202,Upregulated in ABC
XK,2.369755300974777,1.896568661972252e-12,2.0862255281694772e-10,9.680638744641417,Upregulated in ABC
HIST2H2AA3,1.0145925032660053,2.238556223291981e-12,2.415951244760402e-10,9.616911834266624,Upregulated in ABC
PSTPIP2,1.3223844839714614,2.6850227331465773e-12,2.857363727181102e-10,9.544034472724288,Upregulated in ABC
SPIB,1.0317949954778434,9.912213215870185e-12,9.371547040459084e-10,9.028188710534218,Upregulated in ABC
EHHADH,1.2746500854185514,1.7755190573407133e-11,1.5930931777237458e-09,8.797758822197725,Upregulated in ABC
SMKR1,1.4426752085217576,1.8269298311765676e-11,1.6328185366140572e-09,8.787062077924825,Upregulated in ABC
DOCK10,1.0707541453120295,2.063096973950643e-11,1.8225350874127687e-09,8.739324101899939,Upregulated in ABC
C1orf186,1.3062113690416386,3.205649946025819e-11,2.6574373465605337e-09,8.575536965887936,Upregulated in ABC
KLHDC9,1.1702807758014282,3.338707385900772e-11,2.7478282370291246e-09,8.56101041791592,Upregulated in ABC
NRROS,1.2106307908752902,4.5870576143765886e-11,3.6568598681859356e-09,8.436891681619743,Upregulated in ABC
KLHL21,1.315084916088837,5.043482382381014e-11,3.9929023151860766e-09,8.398711314522565,Upregulated in ABC
CCR7,1.3023470003014777,6.824072872868377e-11,5.187202236917889e-09,8.285066819547325,Upregulated in ABC
PARP15,1.434847854486987,1.01875840832084e-10,7.51909431689704e-09,8.123834467501672,Upregulated in ABC
ACPP,1.2252892171641048,1.2254048355287586e-10,8.872551467372784e-09,8.05195147274327,Upregulated in ABC
CCR10,1.7575327102803755,1.6092173420256395e-10,1.1328890087860502e-08,7.945812636679359,Upregulated in ABC
IL12A,1.2992689176967145,2.07517724452366e-10,1.4258274881291693e-08,7.845933016900529,Upregulated in ABC
IL7,1.0459891468194171,2.377399744683811e-10,1.609316750247503e-08,7.793358468426771,Upregulated in ABC
GTSF1L,1.1699029745754201,2.6525401756015764e-10,1.7797688920165416e-08,7.749636388386753,Upregulated in ABC
SLC38A5,1.2389580946638539,2.832487642242406e-10,1.8839336411193678e-08,7.724934398678617,Upregulated in ABC
CRYBA4,1.6655825545171332,4.046621839708608e-10,2.6228529091369108e-08,7.5812260641718945,Upregulated in ABC
ELOVL7,1.4475770274344302,5.175850915019632e-10,3.235613905345606e-08,7.490043306831633,Upregulated in ABC
KIF21A,1.263829112651996,6.582832694015476e-10,3.974016148788234e-08,7.400770372426161,Upregulated in ABC
CHST2,1.025425937091751,1.140360247092536e-09,6.655980217723782e-08,7.176787977484485,Upregulated in ABC
CCND2,1.0313584815596437,1.2200134109860066e-09,7.068488610614229e-08,7.1506734374393,Upregulated in ABC
AEN,1.083946136066728,4.180451483185319e-09,2.117132709808717e-07,6.674251917922398,Upregulated in ABC
IL10,1.1552377650487395,5.040551840339022e-09,2.5125888040731337e-07,6.599878579745635,Upregulated in ABC
CCL22,2.1979933675007537,5.064429115918078e-09,2.5190030037436003e-07,6.598771314634283,Upregulated in ABC
GZMB,1.3543722238970974,7.248225444487122e-09,3.3983483231529785e-07,6.468732108965995,Upregulated in ABC
WFDC21P,2.1239660335644657,1.0085495240114224e-08,4.5694283384913557e-07,6.340138129244818,Upregulated in ABC
LILRA3,1.873035373329314,1.0293124712721164e-08,4.654282478795657e-07,6.332147261947591,Upregulated in ABC
NAPSA,1.1772930358757936,1.2661052208866577e-08,5.570862971901293e-07,6.254077523873895,Upregulated in ABC
AFF3,1.0179612601748578,1.7786324812402474e-08,7.508323094239273e-07,6.124457047315188,Upregulated in ABC
PLAC8,1.5374691990754712,1.904033727119321e-08,7.964221513069482e-07,6.098856669216467,Upregulated in ABC
EPHB1,1.3664203932603094,1.938604405230821e-08,8.079283932910962e-07,6.092627129047975,Upregulated in ABC
C1QB,1.4739667370113574,2.0593502695737007e-08,8.489717868080409e-07,6.071106742073098,Upregulated in ABC
ARNT2,1.4145216561149638,3.265645651539881e-08,1.2750507253793936e-06,5.894472537336573,Upregulated in ABC
UBXN10-AS1,1.1197889659330733,3.574562346436634e-08,1.3725255935111752e-06,5.862479548504797,Upregulated in ABC
SLAMF7,1.1052721669513967,4.472386694515242e-08,1.658479863379396e-06,5.780289797147998,Upregulated in ABC
GPR183,1.0427072656014489,5.737207468046639e-08,2.067201682974915e-06,5.684617150111857,Upregulated in ABC
SACS-AS1,1.6484923625766252,6.279910938137943e-08,2.2485815690860114e-06,5.648091353432306,Upregulated in ABC
TLR8,1.045740026128029,6.640890316941599e-08,2.352067654049904e-06,5.628550190521926,Upregulated in ABC
SFTPB,1.16058416239574,7.560971865944776e-08,2.645184041174564e-06,5.577544106129379,Upregulated in ABC
AC012065.7,1.2847335946136078,1.0635765753183718e-07,3.557694743170226e-06,5.448831317928318,Upregulated in ABC
IL17RB,1.6709785951160698,1.1395287220204612e-07,3.800643900849585e-06,5.420142819463147,Upregulated in ABC
MT1H,1.0674546276756125,1.1707230066637875e-07,3.887683946657105e-06,5.410309048735993,Upregulated in ABC
NLRP7,1.9454478946839528,1.3689423274078995e-07,4.455391244821158e-06,5.351114152905171,Upregulated in ABC
GPM6A,1.4052650654875565,1.4982740323565895e-07,4.821450050677745e-06,5.316822328088982,Upregulated in ABC
CDHR3,1.0603166515928057,1.9388069595548013e-07,5.962352585297561e-06,5.2245823454249125,Upregulated in ABC
FAM169A,1.169178323786555,2.2196780190346904e-07,6.717755697819274e-06,5.17277579403681,Upregulated in ABC
IGHM,1.0412805949150854,2.257992295225973e-07,6.799671292551931e-06,5.167512081305723,Upregulated in ABC
COL9A3,1.6057455532107336,2.987136028299428e-07,8.651350927530496e-06,5.062916071198505,Upregulated in ABC
CCL18,1.188471409908554,3.204761359003805e-07,9.165617486750882e-06,5.037838271339514,Upregulated in ABC
MTCL1,1.1171991759622164,3.762449104550535e-07,1.0549612195112285e-05,4.976763504785089,Upregulated in ABC
CD163,1.26194941881888,6.190692210772932e-07,1.620629722911724e-05,4.790316200244298,Upregulated in ABC
S100A9,1.3428599135765267,7.233560321288326e-07,1.840977309800633e-05,4.734951564178823,Upregulated in ABC
FAIM3,1.1795068334840735,7.678127742879942e-07,1.9390238714910936e-05,4.712416844251341,Upregulated in ABC
CXCL10,1.079868656416443,8.435302659304206e-07,2.0939713232706847e-05,4.67902927023625,Upregulated in ABC
AICDA,1.7873282584664882,1.943652268444138e-06,4.3182150813188605e-05,4.364695730157495,Upregulated in ABC
SPIC,1.328564365390414,1.9411439771128457e-06,4.3182150813188605e-05,4.364695730157495,Upregulated in ABC
TRPM4,1.7392238970957687,2.0410770202630735e-06,4.490369444578762e-05,4.347717926003061,Upregulated in ABC
CCL8,1.1638777007335968,2.268894998731392e-06,4.9346309478112406e-05,4.306745321884393,Upregulated in ABC
LOC728175,1.1116138076575224,3.264331268275867e-06,6.795987208203078e-05,4.167747447256207,Upregulated in ABC
ASMT,1.3928034870867252,3.879014673308227e-06,7.938448633747069e-05,4.100264361002669,Upregulated in ABC
LINC00189,1.2135147221384788,4.00778448794675e-06,8.136478179611503e-05,4.089563535913221,Upregulated in ABC
LOC101927841,1.2107711787760036,4.043233349494929e-06,8.201168354294678e-05,4.086124272777493,Upregulated in ABC
ZNF804A,1.1121795799417156,4.502568936562598e-06,8.958154545091501e-05,4.04778144942633,Upregulated in ABC
C1QA,1.1282560546678737,4.9684762545588075e-06,9.741108543642289e-05,4.011391617352185,Upregulated in ABC
FCGR1B,1.1664180484373443,8.790539946125673e-06,0.0001561549332044685,3.8064442911030985,Upregulated in ABC
LOC101928173,1.323642046025527,9.297339718185751e-06,0.0001637591476151578,3.7857944308914524,Upregulated in ABC
FCGR3A,1.2847086724952277,9.83450738264573e-06,0.00017150421411199262,3.765725204232876,Upregulated in ABC
LOC101927720,1.0532963521254157,9.945680521320568e-06,0.00017304266218667072,3.761846812084411,Upregulated in ABC
DHRS9,1.2531316115633278,1.0220600282492349e-05,0.00017662185382433907,3.7529555611881023,Upregulated in ABC
PLAC1,1.070784644759321,1.563992811379267e-05,0.00025378833705218175,3.5955283399649707,Upregulated in ABC
HOOK1,1.0545414531202904,1.565819360018789e-05,0.00025390465596902834,3.595329335191197,Upregulated in ABC
LECT2,1.2955403477037488,1.6523591939200927e-05,0.00026554515512720677,3.575861617877735,Upregulated in ABC
PRSS21,1.102247010350719,2.3332171511007124e-05,0.00035876349742731386,3.44519175089089,Upregulated in ABC
POMC,1.0540644156366201,2.364980232450109e-05,0.00036223784759173834,3.4410061753871615,Upregulated in ABC
PNMA6A,1.03606049643252,4.4510962486403964e-05,0.0006145922383822734,3.211412928702215,Upregulated in ABC
LA16c-83F12.6,1.0072088232338468,4.956717080951887e-05,0.000669874109936085,3.1740068069964433,Upregulated in ABC
TNIP3,1.003729976886746,5.2713589350952936e-05,0.0007028478580127058,3.153138674377663,Upregulated in ABC
RP11-1L12.3,1.019125615516029,5.342361550320046e-05,0.0007114856360379665,3.1478338633272998,Upregulated in ABC
KISS1R,1.0056535021605877,5.83337189863565e-05,0.0007661742195222943,3.115672465388147,Upregulated in ABC
LOC101929272,1.2651007938900631,6.62462378629121e-05,0.000852482520980556,3.0693145168744853,Upregulated in ABC
GNLY,1.0265046226509917,7.408015375382313e-05,0.0009379933137174727,3.0278002573842144,Upregulated in ABC
VSNL1,1.0124657823334342,8.586961605000197e-05,0.0010619982784994839,2.9738761872458688,Upregulated in ABC
LILRA4,1.2887809265400478,8.851750907233289e-05,0.0010888605417069767,2.9630277399370737,Upregulated in ABC
ZYG11A,1.0634657823334348,0.00010893185657026405,0.0012987810726042947,2.886464049060055,Upregulated in ABC
FCRL4,1.224112752487188,0.00012969171101008485,0.0015001751000559866,2.8238580472443537,Upregulated in ABC
S100A8,1.122688172043012,0.0001350806399053771,0.0015530879603191095,2.8088039469762496,Upregulated in ABC
VSIG4,1.284527886644559,0.00013833430000532223,0.0015849217747229707,2.799992167922271,Upregulated in ABC
SLC16A9,1.0172431916390314,0.00016822768357667567,0.0018666582930331422,2.728935175908635,Upregulated in ABC
CD5L,1.1156285800422074,0.00017442550777840507,0.0019223774653034237,2.7161613331070567,Upregulated in ABC
MARCO,1.4151992764546286,0.00019006743799032446,0.0020649301905121672,2.685094626035583,Upregulated in ABC
IL12B,1.0941062204803544,0.00024878070096275446,0.0025837959319236596,2.5877417898794377,Upregulated in ABC
RNF183,1.0338267510802948,0.0003329020050216377,0.003270415575309176,2.4853970575549806,Upregulated in ABC
KIAA0125,1.2685147221384796,0.0004158766371103809,0.003922200105970946,2.406470252916565,Upregulated in ABC
NMU,1.1664338257461564,0.0005893894358039651,0.005228860136174766,2.281592974712683,Upregulated in ABC
PRAME,1.0275132147522879,0.0018951310414020589,0.013143558116786636,1.8812870502019596,Upregulated in ABC
MT1M,1.0964093055974282,0.0027885961093031767,0.017887042046777876,1.7474614721198438,Upregulated in ABC
TCL1A,1.0023575520048253,0.008513964894157927,0.04244923006718967,1.3721301824660443,Upregulated in ABC
LPP,-0.9230089312631875,3.817550518570029e-23,4.5971345192043297e-20,19.33751278794136,Not Significant
NEK6,-0.9067517033463953,1.0653742754247837e-22,1.0784821457645456e-19,18.967187040232385,Not Significant
VGLL4,-0.8469689478444354,2.2317397439884957e-22,1.8911927904613623e-19,18.72326419639783,Not Significant
S1PR2,-0.9241621445080879,6.083205694392432e-22,4.2176892814454193e-19,18.37492541803518,Not Significant
NIPA2,0.653911968646369,1.5562079704109446e-20,8.092281446136912e-18,17.091929021059585,Not Significant
DNAJC10,-0.7379029444276932,4.7443091232134825e-20,2.3597781030244453e-17,16.62712883311583,Not Significant
CFLAR,0.7762723267085667,8.157521368189973e-19,3.3935288891670283e-16,15.469348449300739,Not Significant
KLHL5,-0.7267822329414106,2.1039899485089367e-18,8.299877589980082e-16,15.080928312730938,Not Significant
DCTD,0.6685844303755089,5.327956327372447e-18,1.9349784249251048e-15,14.713323873016238,Not Significant
KIAA0355,-0.7760973771480226,5.906586354879386e-18,2.079118396917544e-15,14.68212077874747,Not Significant
BRWD1,-0.7217210079388983,7.848287222793194e-18,2.720739570568307e-15,14.565313026936911,Not Significant
HDAC1,-0.7701939503567448,1.531053892089833e-17,4.961196626595071e-15,14.304413560274234,Not Significant
TCTN3,0.5453356949050372,2.122209790753948e-17,6.743911112840323e-15,14.171088162502139,Not Significant
FAM208B,-0.9121645060797887,3.984318702438239e-17,1.2319082690782014e-14,13.909421629603694,Not Significant
CHD1,0.5656345090945654,4.3346555018288984e-17,1.3049594458137525e-14,13.884402984672807,Not Significant
MSRB1,0.873050346698826,6.086093677822244e-17,1.7406227918571618e-14,13.759295334089003,Not Significant
HSP90B1,0.7351568937795218,1.182178331423409e-16,3.2588241232491083e-14,13.486939077510776,Not Significant
DAAM1,-0.9891559642246991,1.490101508821336e-16,4.011002649627314e-14,13.396747051127766,Not Significant
SUB1,0.8288980839446649,2.0314178783531239e-16,5.404516401944125e-14,13.267243160797323,Not Significant
SWAP70,-0.9747660201654746,2.224022905317039e-16,5.805628222654667e-14,13.236150778704006,Not Significant
PDK3,-0.6664465480856177,5.347946483052525e-16,1.248581791145324e-13,12.903583002948515,Not Significant
RCAN3,-0.9247971058185087,9.830077287601836e-16,2.142020650860286e-13,12.669176346524035,Not Significant
PLIN3,-0.6049243292131417,2.041233312713832e-15,4.284717265586465e-13,12.368077830461159,Not Significant
COA7,0.7214207617324907,2.217830943365163e-15,4.530711784303118e-13,12.343833564055188,Not Significant
PLEKHF2,-0.9404855290925505,3.0965381880545782e-15,6.214806468656908e-13,12.20657239090054,Not Significant
ARL2BP,-0.5820273339362851,3.424877944925464e-15,6.755276498266777e-13,12.170356870296434,Not Significant
TCF4,0.9740716134056902,4.0232440942926035e-15,7.801002108255488e-13,12.107849604728607,Not Significant
BPGM,0.7606766154155373,4.224102856436025e-15,8.05395611293802e-13,12.093990741249668,Not Significant
LIMD1,0.6489917194251849,4.769067838386442e-15,9.01787373076709e-13,12.04489585002468,Not Significant
LYN,0.7214879576591993,5.617715430945356e-15,1.0449864151221932e-12,11.980889355367108,Not Significant
CDK14,-0.884689679429201,5.862890211847778e-15,1.0817978068312675e-12,11.965853903354338,Not Significant
DNASE1,-0.9108090213474582,6.548463345504228e-15,1.1891177884534662e-12,11.924775124067846,Not Significant
DHRS1,-0.6687024419656296,6.679683362140461e-15,1.2033949238249901e-12,11.91959182478673,Not Significant
CMSS1,0.8777238468495648,6.9414179248435234e-15,1.2407784540657797e-12,11.906305756588377,Not Significant
RECK,-0.6370075771279251,8.296581904116751e-15,1.4601984151245482e-12,11.835588127271095,Not Significant
MAP4K4,-0.8500492010853153,9.048900675794268e-15,1.5804492172684948e-12,11.801219454278304,Not Significant
NOC3L,0.5269772887147046,9.353989581556532e-15,1.6213581941364654e-12,11.790121029227905,Not Significant
NLK,-0.7218597125916965,9.659732085857588e-15,1.6493632098837434e-12,11.782683696884973,Not Significant
PLAG1,-0.9658126821424957,1.8138036631690362e-14,2.985599123259536e-12,11.524968505466955,Not Significant
PDE4D,-0.9411996616755414,2.0430390957390972e-14,3.3152293979085492e-12,11.479486415132833,Not Significant
C5orf30,0.7734253843834806,2.3508591214462298e-14,3.761374594313967e-12,11.424653413149683,Not Significant
MRPL3,0.5253161491307436,2.830514703658741e-14,4.435765508199452e-12,11.353031420409886,Not Significant
IL16,0.7737475630589911,3.041536967350428e-14,4.734038490678761e-12,11.324768215308197,Not Significant
FASTKD1,0.5656496834489018,4.374533014999901e-14,6.717403716993137e-12,11.172798549751997,Not Significant
HS2ST1,-0.755399281479246,4.759138261561355e-14,7.259272228301587e-12,11.139106916913638,Not Significant
KLF12,-0.7233947718822209,6.596262310488717e-14,9.994866335363035e-12,11.000223009470067,Not Significant
IL10RA,0.7898335845643676,7.414354869747728e-14,1.1087610419596603e-11,10.955162042074967,Not Significant
BPNT1,-0.9370174521823582,8.836289608306504e-14,1.3043503628261473e-11,10.884605736668346,Not Significant
ARHGEF3,0.8654375439654325,1.0319617469440611e-13,1.503903488540135e-11,10.822780033251915,Not Significant
NR3C1,-0.45966164204602245,1.1123910313426673e-13,1.6108548605772298e-11,10.79294358812827,Not Significant
FYTTD1,-0.737075520048234,1.686934965669981e-13,2.3973336654987057e-11,10.620271515820306,Not Significant
PRPSAP2,-0.8488669480454194,1.9617727683413724e-13,2.7369122524177196e-11,10.562739126192971,Not Significant
NAA35,0.4477137473620761,2.428930501554527e-13,3.3681169621556104e-11,10.472612835480943,Not Significant
PI4K2B,0.5000451210933596,3.11800519062465e-13,4.221299334999526e-11,10.374553850657898,Not Significant
IER5,0.6504534217666591,3.3783908061854133e-13,4.520326412018845e-11,10.344830203723951,Not Significant
ERP29,0.5378484574414654,3.509026183188863e-13,4.66782087624193e-11,10.330885817997768,Not Significant
STT3B,0.4579189026228543,3.957698357373257e-13,5.234227654144516e-11,10.28114739235937,Not Significant
IER2,-0.8449268415234621,4.2652953476921516e-13,5.5765690031540815e-11,10.253632919572452,Not Significant
LINC00883,-0.9794810069339744,4.4129934344568273e-13,5.7044796486086e-11,10.243783964925804,Not Significant
CLIC4,-0.6809334405252377,4.673675682415979e-13,6.007511214251551e-11,10.2213054098236,Not Significant
ERP44,-0.6399058386091823,4.797992195217258e-13,6.132852593663176e-11,10.212337473683291,Not Significant
PCK2,0.5527474625665786,5.251993236024651e-13,6.60250578243099e-11,10.180291209768631,Not Significant
TOMM70A,0.40606928951864363,6.044839270391692e-13,7.516626223182714e-11,10.123977045236835,Not Significant
GABPB1,0.4421536026530011,6.134471858639288e-13,7.58684952030632e-11,10.119938529768636,Not Significant
TNFAIP8,0.6310781495997072,8.211273094421157e-13,1.0046734139056474e-10,9.997975090073348,Not Significant
ASAP1,-0.8628323384584438,1.0576256925317174e-12,1.2803426373082377e-10,9.892673791618314,Not Significant
USP30,-0.47495658727765827,1.09042133680848e-12,1.3130968519041065e-10,9.881703239869198,Not Significant
IVNS1ABP,0.5444446538036397,1.1029574780008834e-12,1.3212391150083878e-10,9.87901857759276,Not Significant
CDC42SE2,0.5743354771714755,1.118334202726094e-12,1.3326815915819286e-10,9.87527360117665,Not Significant
CREB3L2,0.6694410611998807,1.2205048208066376e-12,1.424752566329381e-10,9.846260552082375,Not Significant
ZNF101,0.7466033564465908,1.2186072979283739e-12,1.424752566329381e-10,9.846260552082375,Not Significant
PDLIM1,0.8426104914079011,1.308602739563192e-12,1.5172053419929612e-10,9.8189556368406,Not Significant
SMAD5,-0.5535474826650566,1.3129661613400626e-12,1.5172053419929612e-10,9.8189556368406,Not Significant
PARP4,0.6400615013566497,1.378115814173935e-12,1.5844869260452078e-10,9.800111339919466,Not Significant
TM2D3,0.4920034669882445,1.4161592066532896e-12,1.6120260023993663e-10,9.792627957191298,Not Significant
BAZ2B,-0.716605466787255,1.4514989639765637e-12,1.6359751869844224e-10,9.786223287606912,Not Significant
REL,-0.820539805044717,1.6256053823683849e-12,1.8143342023701777e-10,9.74128271238248,Not Significant
SLC4A8,-0.8796495327102791,1.7816976208222872e-12,1.9693353412760351e-10,9.705680325271022,Not Significant
PIM1,0.8991214953271052,1.9328692233427267e-12,2.115983149764669e-10,9.674487795045813,Not Significant
ABHD10,0.5737657521857119,2.060106458790523e-12,2.2445350370060554e-10,9.648873610908517,Not Significant
PFKL,-0.640910411013966,2.161210469173496e-12,2.343530594061118e-10,9.63012937252773,Not Significant
KLHL24,-0.6903079489498518,2.3833672935345797e-12,2.5601616749329193e-10,9.591732608002935,Not Significant
MAN1A1,0.9504144809566899,2.574162396726556e-12,2.7521885811730657e-10,9.56032181136789,Not Significant
CCDC50,0.848548588081601,2.8161907470704086e-12,2.983076124674581e-10,9.525335663800435,Not Significant
RILPL2,0.6415497939905563,2.8441886618814816e-12,2.998849612158908e-10,9.523045312915754,Not Significant
ZNF652,-0.6076370967741918,3.140459676872041e-12,3.280991662412434e-10,9.483994873232627,Not Significant
CASP6,0.634211787760026,3.2762378189798507e-12,3.376609060317897e-10,9.471519218539877,Not Significant
OSBPL3,-0.8991375238669452,3.2504626555047886e-12,3.376609060317897e-10,9.471519218539877,Not Significant
SEC11C,0.9165650185910982,3.2762552945392183e-12,3.376609060317897e-10,9.471519218539877,Not Significant
ABCE1,0.3971502864033786,4.000305005844142e-12,4.06786571260951e-10,9.39063339233614,Not Significant
RBFOX2,-0.8329553059993949,4.15527759510536e-12,4.206758910442949e-10,9.37605237670763,Not Significant
FBXO11,-0.5262957826684058,4.951793590919061e-12,4.969168305273164e-10,9.303716293491224,Not Significant
PNP,0.654444276957092,6.2301094059843715e-12,6.224668262398358e-10,9.205883788914772,Not Significant
HECW2,-0.8098627608615532,7.538116253406078e-12,7.402236046263136e-10,9.130637070017045,Not Significant
USP34,-0.643620724885269,7.663457790975663e-12,7.493158728953981e-10,9.125335067564892,Not Significant
MFHAS1,-0.9171997286704823,7.821883373566227e-12,7.615518790944481e-10,9.118300505936611,Not Significant
LINC00936,-0.695195457742938,9.092396573345048e-12,8.815001423649775e-10,9.054777613224763,Not Significant
VOPP1,0.6253663953371537,9.283298459249012e-12,8.962104166566136e-10,9.047590012587452,Not Significant
ETV6,0.6938124309114677,9.658842507360936e-12,9.265238004103861e-10,9.033143420107484,Not Significant
RNF138,0.5713549894482987,9.718781123185868e-12,9.265238004103861e-10,9.033143420107484,Not Significant
VCL,-0.842072706260675,9.70631750257961e-12,9.265238004103861e-10,9.033143420107484,Not Significant
CSNK1G2,-0.5236054165410484,9.890999070858417e-12,9.371547040459084e-10,9.028188710534218,Not Significant
KIAA1211,-0.9364323518574331,1.0532649476346468e-11,9.917161317646386e-10,9.003612622251731,Not Significant
LANCL1,-0.6281795296955056,1.1111732848475637e-11,1.0376997860127452e-09,8.983928272823164,Not Significant
ARID3B,0.9859554818611209,1.1172474843419448e-11,1.039130993566817e-09,8.98332970153108,Not Significant
BICD1,-0.6430668107057893,1.2424481149181507e-11,1.1508993064504975e-09,8.938962671648992,Not Significant
RASGRF1,0.8176394080996898,1.276481709884286e-11,1.1776573194416317e-09,8.928981064325036,Not Significant
BPTF,-0.5625021203899081,1.576635079953876e-11,1.4258265070887225e-09,8.845933315716902,Not Significant
HGSNAT,-0.6987653703145393,1.60502503606601e-11,1.4457863317004058e-09,8.839895885340294,Not Significant
CD44,0.8989592696520656,1.8505091794343396e-11,1.6474571994341515e-09,8.783185859459916,Not Significant
MIR631,-0.9952984624660817,1.877312898065637e-11,1.664841825881464e-09,8.778627021863379,Not Significant
CASP7,0.47805949150839366,2.174893451716428e-11,1.9139062375104567e-09,8.718079342175296,Not Significant
MEF2C,-0.7926220815328419,2.4847841054233662e-11,2.153479558033584e-09,8.66685924643463,Not Significant
OAT,-0.6215088935785316,2.568438880556495e-11,2.2092436686891956e-09,8.655756380945684,Not Significant
RANBP2,-0.47229868354939,2.5589082081419183e-11,2.2092436686891956e-09,8.655756380945684,Not Significant
MAP3K1,0.5847756004421687,2.6304639406989103e-11,2.2457095135519055e-09,8.648646421191398,Not Significant
SMARCAL1,0.5076273741332549,2.6252487542440687e-11,2.2457095135519055e-09,8.648646421191398,Not Significant
