gene,log2FC,pvalue,padj,-log10_padj,Significance
RP3-428L16.2,-0.8344217666566152,1.71821246136685e-08,7.280129836309913e-07,6.137860875262494,Not Significant
EVL,-0.8160093960405963,1.7726505932121223e-08,7.496903063344428e-07,6.125118104643654,Not Significant
ARHGEF37,-0.7300531604863811,1.8046600043748207e-08,7.604165911619871e-07,6.118948416041875,Not Significant
PPFIBP2,0.5865061802833903,1.8352995762927007e-08,7.719054100289889e-07,6.11243591523335,Not Significant
AFF4,-0.39803376545070657,1.8517620651741956e-08,7.774002945171669e-07,6.109355299172779,Not Significant
DDR1,-0.7154592754497012,1.8752715264986814e-08,7.858280682470664e-07,6.104672463094694,Not Significant
SPARC,-0.7734954275952136,1.9162512157343395e-08,8.000698506569651e-07,6.096872094969811,Not Significant
MSX1,-0.6491704351321459,1.956989741350071e-08,8.126302229054378e-07,6.090107029662851,Not Significant
AMD1,0.4680699427193268,1.97504321248734e-08,8.181049802183708e-07,6.087190963560717,Not Significant
BC070363,-0.6289022208823207,1.977325411104716e-08,8.181049802183708e-07,6.087190963560717,Not Significant
COL4A4,-0.8875599102267764,2.043818107539773e-08,8.440895000092058e-07,6.073611502071775,Not Significant
LL22NC03-N27C7.1,-0.6345379358858387,2.093633908840127e-08,8.615529466593904e-07,6.06471802786722,Not Significant
SMAD7,-0.895509798010248,2.129149442140996e-08,8.745949593570195e-07,6.058193029997954,Not Significant
SLC25A19,0.5735429605064835,2.159398147422923e-08,8.854306382264603e-07,6.052845454367028,Not Significant
PAK2,0.34907620674639234,2.177285258607002e-08,8.911679198019356e-07,6.050040455590186,Not Significant
FAIM,0.7880241181790795,2.1982892569336522e-08,8.981581821186065e-07,6.0466471693778665,Not Significant
EFNB2,-0.718391116470704,2.3187444817463183e-08,9.423245780169762e-07,6.025799481323789,Not Significant
MLKL,0.7313147422369626,2.3183340453834442e-08,9.423245780169762e-07,6.025799481323789,Not Significant
TPD52,-0.7343971661139558,2.3615889579958832e-08,9.563390329016958e-07,6.019388118167237,Not Significant
FBXO32,-0.7654431284723703,2.3804509946597262e-08,9.622741830002568e-07,6.016701165801991,Not Significant
BNC2,-0.701912554852107,2.4101337904706736e-08,9.725548699465435e-07,6.012085887130505,Not Significant
MYO1E,-0.8131190835091926,2.4750952771760662e-08,9.96834531122562e-07,6.001376926126086,Not Significant
PIK3R1,-0.41982698556258696,2.4790159449682595e-08,9.96834531122562e-07,6.001376926126086,Not Significant
AK055981,-0.6628113757411291,2.4834992393035164e-08,9.968853086888502e-07,6.001354804244759,Not Significant
MRPL44,0.48508466485780544,2.4934881767410222e-08,9.991420224839682e-07,6.000372774839902,Not Significant
ADCK2,-0.4320107275650666,2.5048928958656367e-08,1.0019571583462547e-06,5.999150847622053,Not Significant
TIMM21,0.44797874585469,2.5603020466309287e-08,1.0205524534305863e-06,5.991164668899864,Not Significant
APITD1,0.6568240377851491,2.6446816729820352e-08,1.0523533335274602e-06,5.977838418891994,Not Significant
SULT1A1,-0.47674066257997283,2.683876653278896e-08,1.0660954483857835e-06,5.972203910833321,Not Significant
BAK1,0.3705420560747683,2.929364680832237e-08,1.161592095276284e-06,5.93494635204134,Not Significant
SLX4IP,-0.5330623052959478,3.04606171931759e-08,1.205776680588001e-06,5.9187331195334325,Not Significant
PSMB10,0.43632469098583304,3.0650179421337555e-08,1.210771726116569e-06,5.91693772922102,Not Significant
ZSCAN2,0.6175132649984936,3.0744362567222724e-08,1.210771726116569e-06,5.91693772922102,Not Significant
MYO9A,-0.7257375808126465,3.105018816212182e-08,1.2206671909782597e-06,5.913402728212,Not Significant
OFD1,-0.5081936991257139,3.1781122792110766e-08,1.2451234408963945e-06,5.9047875907026715,Not Significant
FAM171A1,-0.7067932871068212,3.2767930201392794e-08,1.2772235826369116e-06,5.893733071251817,Not Significant
LAMB2,-0.7129218169028217,3.289198243979185e-08,1.279878500378295e-06,5.8928312562269465,Not Significant
ZNF587B,0.4277121897296773,3.3075635514277745e-08,1.2848396274476652e-06,5.891151077205142,Not Significant
LOC101927886,-0.7106225504974351,3.426992009442143e-08,1.3282530502588797e-06,5.8767191780840795,Not Significant
TPM1,-0.6100634944561668,3.4309333597159e-08,1.3282530502588797e-06,5.8767191780840795,Not Significant
DYNLT3,-0.390473520249218,3.479050583077477e-08,1.3446060361623763e-06,5.8714049434560325,Not Significant
C1orf198,-0.6243495126117953,3.544285980800802e-08,1.3675086549868862e-06,5.864069916328242,Not Significant
NPM1,0.3639096238234051,3.575285199880509e-08,1.3725255935111752e-06,5.862479548504797,Not Significant
PTGER4,0.6913081097377158,3.574967170895615e-08,1.3725255935111752e-06,5.862479548504797,Not Significant
MOB3A,-0.7089936689779895,3.621224915199637e-08,1.387832932324417e-06,5.857662811213025,Not Significant
WDR89,0.2806263022141849,3.690094238060826e-08,1.4118621432580553e-06,5.850207706503161,Not Significant
LRCH3,-0.5376491666307749,3.749553976464673e-08,1.4322169445995277e-06,5.843991192428803,Not Significant
CD47,0.3835146647142444,3.79705802708497e-08,1.4479447943284019e-06,5.839247996133068,Not Significant
CCDC28B,-0.7210462767561032,3.872600759414687e-08,1.47429459859248e-06,5.831415725595502,Not Significant
MMP2,-0.6310475664087344,3.9132864533058996e-08,1.4873088712896842e-06,5.827598831634643,Not Significant
SLC2A13,0.7276636920912478,3.974179455851006e-08,1.507947362352753e-06,5.821613818040996,Not Significant
ERCC6L2,0.5577016631494338,4.0385887369036256e-08,1.5298495082840224e-06,5.815351288748639,Not Significant
CASP5,0.754321374736209,4.0674668087757535e-08,1.5382419931370124e-06,5.812975336825315,Not Significant
CCL3,0.8140608984021723,4.082975261097142e-08,1.5415589764670398e-06,5.812039855521164,Not Significant
PSIP1,-0.4175194955280852,4.178529789173738e-08,1.5724467364522223e-06,5.80342405650696,Not Significant
RPP40,0.5186501859109659,4.225471759756186e-08,1.5875007202499432e-06,5.799286068996299,Not Significant
CDK19,-0.5143178072555505,4.2716574669705046e-08,1.6022216859718876e-06,5.795277394410658,Not Significant
FAM26F,0.861726962114362,4.3458984115263476e-08,1.6257189870253224e-06,5.7889545220454135,Not Significant
NIT2,0.5493916189327726,4.348514073686614e-08,1.6257189870253224e-06,5.7889545220454135,Not Significant
HMGN1,-0.5036729474424647,4.3996475015732295e-08,1.6421522811744777e-06,5.7845865720599114,Not Significant
UBL7,0.4628377047532931,4.423267769776882e-08,1.648279585871255e-06,5.782969120125251,Not Significant
ITGAE,0.7023828760928574,4.4350371476166836e-08,1.6496075022498452e-06,5.782619376928223,Not Significant
RPS16P5,-0.6755957190232115,4.441250967595737e-08,1.6496075022498452e-06,5.782619376928223,Not Significant
RRP9,0.6507433423776516,4.49890844718782e-08,1.6656152956578853e-06,5.778425299607485,Not Significant
RHOBTB2,-0.9394597025424557,4.611585732956595e-08,1.701823896291079e-06,5.769085382457064,Not Significant
MRC2,-0.6470084916088812,4.786171698235207e-08,1.7634075435687848e-06,5.753647305699075,Not Significant
BGN,-0.9821488627608592,4.8360967853952146e-08,1.778937209804542e-06,5.749839380705652,Not Significant
FA2H,0.7837940910461272,4.882906510656633e-08,1.793272888664908e-06,5.746353617284702,Not Significant
PTPLB,-0.6216692292231909,4.902905070518347e-08,1.7977318591900607e-06,5.74527508499345,Not Significant
STAT3,0.4440069590995894,4.954516837282967e-08,1.8137495237925485e-06,5.741422688580008,Not Significant
BCL7A,-0.9908656416440539,5.120382821363453e-08,1.8714753826325209e-06,5.72781588121703,Not Significant
CLEC11A,-0.7974448129166227,5.1746422169190174e-08,1.8882904931915011e-06,5.723931193361333,Not Significant
TMEM38B,0.6880097812615167,5.2968405581107676e-08,1.9298043307257065e-06,5.714486723320756,Not Significant
BATF3,0.9333595618530819,5.3253573020880674e-08,1.937109301618044e-06,5.7128458734727685,Not Significant
GLUL,0.637045824540249,5.5111312268726546e-08,2.0015028963626404e-06,5.698643777093524,Not Significant
FZD8,-0.6281659464710398,5.536541474838708e-08,2.0075446742362857e-06,5.697334781512083,Not Significant
MTMR9,-0.3287431413928232,5.596455507599265e-08,2.026058576168848e-06,5.6933480027372605,Not Significant
NBPF1,-0.47556195357250347,5.719706390195809e-08,2.0641464070612004e-06,5.685259502042993,Not Significant
SMARCA4,-0.5906016704072155,5.818783723282803e-08,2.093298295419977e-06,5.679168880202106,Not Significant
RNASE6,0.7233310220078397,6.218254576415585e-08,2.2299947446455893e-06,5.651696160437988,Not Significant
DPYSL3,-0.7500168492278819,6.360661693672064e-08,2.2739365554877627e-06,5.6432216566166,Not Significant
C9orf40,0.48161752587679807,6.561089914019738e-08,2.336925008766671e-06,5.631355223765827,Not Significant
EBNA1BP2,0.48035343181590007,6.554158888167098e-08,2.336925008766671e-06,5.631355223765827,Not Significant
HEATR6,0.5316447258232018,6.576060697536007e-08,2.336925008766671e-06,5.631355223765827,Not Significant
KIAA1524,0.6162443975479868,6.587922336776673e-08,2.336925008766671e-06,5.631355223765827,Not Significant
RABAC1,-0.48129906542055784,6.580435429312717e-08,2.336925008766671e-06,5.631355223765827,Not Significant
PTPN2,0.3703731953237548,6.718803387324725e-08,2.375984876383148e-06,5.624156328052901,Not Significant
ETFA,0.4156044618631318,6.907811065209564e-08,2.4352961043450665e-06,5.6134482259627445,Not Significant
SYNE1,-0.5913048135865728,6.907455796903995e-08,2.4352961043450665e-06,5.6134482259627445,Not Significant
TXN,0.5177671088332847,7.140841853919237e-08,2.5097152322223064e-06,5.600375553455442,Not Significant
RRM2B,-0.5083971460154728,7.385710009731076e-08,2.587826110607152e-06,5.587064909510672,Not Significant
LAGE3,-0.4451183800623024,7.764557133917098e-08,2.708126024756451e-06,5.567331129284236,Not Significant
PTPN18,-0.7185329782601391,7.781523669316108e-08,2.7099126568333723e-06,5.567044706640943,Not Significant
TMEM41A,0.3026047130941629,7.968172932261747e-08,2.7706959983305284e-06,5.557411122536158,Not Significant
ASH1L,-0.4299959468060141,8.418014833632713e-08,2.922673435409962e-06,5.534219707777204,Not Significant
CDYL,0.4755574984088722,8.56208731352441e-08,2.9681902686884617e-06,5.527508263098894,Not Significant
FEM1B,0.3150221418282935,8.841018878911216e-08,3.0464233727332627e-06,5.516209741293865,Not Significant
C12orf45,0.6691586775198495,8.970567959617543e-08,3.0864149611435994e-06,5.510545684488177,Not Significant
PIGF,0.4468422771580761,8.99274282751741e-08,3.089398737141116e-06,5.510126035316395,Not Significant
IQGAP2,0.6277986634509103,9.18140956002687e-08,3.1494850184919755e-06,5.5017604531663835,Not Significant
FKBP11,0.5202896861286994,9.502811036854771e-08,3.249538624282042e-06,5.488178296606475,Not Significant
PLS3,-0.8516167219374913,9.515694398028707e-08,3.249538624282042e-06,5.488178296606475,Not Significant
BCAS4,-0.6202753492111326,9.570895151913229e-08,3.263518346881888e-06,5.486313941439839,Not Significant
DCN,-0.9227420646883999,9.725622531532514e-08,3.3113429095455943e-06,5.479995843104107,Not Significant
TMC6,-0.5905664254848735,9.790916465702223e-08,3.3286206349965363e-06,5.477735698840315,Not Significant
EMP2,-0.6227752989649264,9.92326540959429e-08,3.3686099788058953e-06,5.472549269178505,Not Significant
USP32P2,-0.729520349713594,1.0049069422388506e-07,3.4062623464333187e-06,5.467721906220561,Not Significant
IGSF3,0.53185720028138,1.0096404139253957e-07,3.4172444779013396e-06,5.466323949616401,Not Significant
C6orf106,0.4459234247814309,1.0147681801989805e-07,3.4295267301259493e-06,5.46476580785114,Not Significant
MEX3C,0.5334701638026341,1.0250887775604017e-07,3.4592966416787593e-06,5.46101219475918,Not Significant
CALD1,-0.5248254538145991,1.0311455067785824e-07,3.474611074387918e-06,5.459093800483967,Not Significant
CHD6,-0.44278974474926946,1.0501474567706035e-07,3.5329414888838283e-06,5.451863555111236,Not Significant
SHOC2,0.3659184001607898,1.0515442106336919e-07,3.5329414888838283e-06,5.451863555111236,Not Significant
SLAIN1,0.6852013867952989,1.0592496679710606e-07,3.5536117893222677e-06,5.449330017994972,Not Significant
AGFG1,-0.3690682745452697,1.0632610146935756e-07,3.557694743170226e-06,5.448831317928318,Not Significant
IGFBP6,-0.8292920309516609,1.0923896834807454e-07,3.6487410157721833e-06,5.437856961357919,Not Significant
SPPL2B,-0.5194638478544854,1.1472022069227751e-07,3.8206676119931724e-06,5.417860743142854,Not Significant
PLXDC1,-0.526936187317856,1.1600588966746495e-07,3.857870284290113e-06,5.413652379015644,Not Significant
NARF,-0.5304043312229902,1.1871743318973654e-07,3.930904300117471e-06,5.405507529173251,Not Significant
TMEM47,-0.7682791176766127,1.1976012716506252e-07,3.959699002220564e-06,5.402337825853016,Not Significant
MOCOS,0.9931761129534726,1.2230166799054067e-07,4.037896340005152e-06,5.393844834362565,Not Significant
LOC101929787,-0.6840859210129615,1.2506611146179383e-07,4.1232170464637505e-06,5.384763803301843,Not Significant
MANF,0.45869148829263606,1.2525626126113244e-07,4.123544255618288e-06,5.38472934004406,Not Significant
MIR7109,-0.43364556325997194,1.2791077750725283e-07,4.19283465525207e-06,5.377492263694095,Not Significant
C18orf54,0.5211535725052772,1.283317344245973e-07,4.200615284169937e-06,5.376687091757157,Not Significant
FSD1L,0.6177766053662962,1.2950130244434763e-07,4.23284257132382e-06,5.373367883587592,Not Significant
LILRB2,0.9624287006331032,1.304350434983742e-07,4.257280735011129e-06,5.370867710488538,Not Significant
PRKCDBP,-0.6713305195457715,1.34413029771768e-07,4.380869118487254e-06,5.3584397214778035,Not Significant
LOC645166,-0.7641036076776178,1.3772748558453218e-07,4.476143281497296e-06,5.349096020140182,Not Significant
SPSB1,-0.7800124108129817,1.3938721805964734e-07,4.5236589350421714e-06,5.344510146499219,Not Significant
MTHFD1,0.48539614109134976,1.4184943657218686e-07,4.5970468962771035e-06,5.33752106581887,Not Significant
SOBP,-0.49000319063410563,1.4322493322051667e-07,4.635058659243878e-06,5.33394476524662,Not Significant
LYAR,0.4683862425886861,1.4546940782905474e-07,4.701045269955894e-06,5.3278055666382995,Not Significant
ZMYM1,-0.4440859210129615,1.493760337345827e-07,4.813695284291904e-06,5.3175214048252295,Not Significant
BCL2,0.6349643503165526,1.5035968472544136e-07,4.831783127132161e-06,5.315892567102884,Not Significant
LIMS2,-0.6458317757009331,1.5095039927786482e-07,4.8439623218478915e-06,5.31479924362089,Not Significant
KIF3A,-0.4049766857602229,1.5452791114107825e-07,4.944893156514504e-06,5.305843087694197,Not Significant
HEG1,-0.7757572103306174,1.5740991209402513e-07,5.03008210713868e-06,5.298424925801683,Not Significant
PTGS1,-0.7559598532810756,1.5811687803899035e-07,5.0456264568090645e-06,5.297084904779906,Not Significant
POM121,-0.5681393327303764,1.6007457358762312e-07,5.092074332399521e-06,5.293105265286388,Not Significant
ZBTB20,-0.6399570394935166,1.602401013692157e-07,5.092074332399521e-06,5.293105265286388,Not Significant
MCC,-0.7268946839513598,1.6595162149534405e-07,5.2662595004347735e-06,5.278497744388679,Not Significant
FBLN1,-0.7666576424479936,1.6708312167036136e-07,5.2948224706618666e-06,5.276148596709367,Not Significant
TRAM2,0.6274112484507436,1.6734624378583508e-07,5.295825806113287e-06,5.27606630844146,Not Significant
POLR2I,0.43550999899507836,1.7091143743487806e-07,5.401179127776257e-06,5.2675114192907815,Not Significant
DNAAF2,0.7565614511104427,1.722783318708177e-07,5.436866528557668e-06,5.264651328506916,Not Significant
OSBPL11,0.33786910863229996,1.7327475237389376e-07,5.453718720346658e-06,5.263307264882006,Not Significant
TRIB2,-0.6858396141091324,1.7328905199702883e-07,5.453718720346658e-06,5.263307264882006,Not Significant
CAMKK2,-0.4881230780826028,1.744523907405098e-07,5.482789423273166e-06,5.260998433683664,Not Significant
MSRB3,-0.7251391417947926,1.767309958129075e-07,5.546783517420196e-06,5.255958783647843,Not Significant
EML1,-0.7591817405285881,1.7773470466518893e-07,5.57064389416373e-06,5.254094603117069,Not Significant
B9D1,0.7947693364151016,1.783202759513673e-07,5.575232626089504e-06,5.253737007002798,Not Significant
QPRT,-0.8210904431715382,1.7836845639412225e-07,5.575232626089504e-06,5.253737007002798,Not Significant
SMIM13,0.4226231199544448,1.79206598840103e-07,5.586167549675145e-06,5.2528860423535795,Not Significant
SYNJ2BP,-0.4001326834823953,1.790508629131053e-07,5.586167549675145e-06,5.2528860423535795,Not Significant
ICAM3,0.6168279569892497,1.8074244141386925e-07,5.612202487551002e-06,5.250866668071401,Not Significant
NDUFV2,0.5191558637322904,1.8077767628169091e-07,5.612202487551002e-06,5.250866668071401,Not Significant
SUSD1,0.7285245703949367,1.837057480715922e-07,5.687669168982449e-06,5.245065672873209,Not Significant
BBX,-0.42624672322953694,1.8853956036999456e-07,5.806936333148214e-06,5.236052935515494,Not Significant
MT1X,0.819989749773895,1.8822487291149686e-07,5.806936333148214e-06,5.236052935515494,Not Significant
STAM,0.3653105215556247,1.8857315102837073e-07,5.806936333148214e-06,5.236052935515494,Not Significant
ZNF706,0.2887401266204422,1.8823863876914928e-07,5.806936333148214e-06,5.236052935515494,Not Significant
DUSP15,0.970310923525275,1.9492473841440686e-07,5.986413442847824e-06,5.222833292549809,Not Significant
MARCH3,0.6431967641443082,1.9901401485355686e-07,6.1038078550259795e-06,5.214399146222143,Not Significant
TP53INP1,-0.7465143536662961,2.0118834300793004e-07,6.162234655985862e-06,5.210261767904921,Not Significant
GSE1,-0.5287713127658838,2.0353073422006452e-07,6.217334043998767e-06,5.206395798295659,Not Significant
ASPHD2,0.5035398452416859,2.0786232964016107e-07,6.332743145362031e-06,5.198408126501992,Not Significant
IFNAR2,0.33199943054299635,2.0768748082667077e-07,6.332743145362031e-06,5.198408126501992,Not Significant
GLO1,0.3949721636016502,2.128238022157986e-07,6.475277386565788e-06,5.188741622632879,Not Significant
GATAD2B,-0.532812581650083,2.1577965784063085e-07,6.556492126684773e-06,5.18332845597368,Not Significant
GNPDA1,0.3934104110139708,2.193502278942005e-07,6.656144846444705e-06,5.176777235796781,Not Significant
TSHZ1,0.6850064315144223,2.2107845514927595e-07,6.6997020580336865e-06,5.173944510348279,Not Significant
RNGTT,-0.6269278966937972,2.2421162971334351e-07,6.767760010344722e-06,5.169555050091809,Not Significant
BMF,0.6543151442066142,2.2586320727008162e-07,6.799671292551931e-06,5.167512081305723,Not Significant
FBXO22,0.34706596321977884,2.2841493590433713e-07,6.858443219804769e-06,5.16377445248213,Not Significant
LYPLAL1,-0.5125600944628654,2.301589413902617e-07,6.901751741820693e-06,5.161040666472588,Not Significant
EIF4A3,0.317946940006032,2.3114812818645534e-07,6.922341849353531e-06,5.15974695753799,Not Significant
PIGY,0.442351723444882,2.3476490469378057e-07,7.021465384828365e-06,5.153572240843023,Not Significant
MGMT,-0.782609486483768,2.3525427072612362e-07,7.026916075997008e-06,5.153235233306249,Not Significant
CD83,-0.8866979198070509,2.391036662456111e-07,7.123296723567164e-06,5.1473189645809025,Not Significant
PCYT1A,0.39386976183298317,2.3905232677261865e-07,7.123296723567164e-06,5.1473189645809025,Not Significant
CEP85L,-0.6969134760325579,2.429648672995806e-07,7.228915687665025e-06,5.1409268404896284,Not Significant
MGAT5,-0.6710975278866427,2.433692961731405e-07,7.231544800573318e-06,5.1407689189294015,Not Significant
KIAA1462,-0.7876609051016625,2.442920603301036e-07,7.249549079575578e-06,5.139689005614157,Not Significant
QPCT,-0.9173671992764519,2.4658320351672514e-07,7.308061782982735e-06,5.136197789741085,Not Significant
PPFIBP1,-0.5659190031152628,2.4697182433300475e-07,7.310110401991136e-06,5.136076063997888,Not Significant
PARVA,-0.688577271487429,2.512850650495684e-07,7.428168331181039e-06,5.129118263188218,Not Significant
COL1A1,-0.875927866546073,2.542526499445082e-07,7.506194362232706e-06,5.124580194339097,Not Significant
SULT1A2,-0.38394764345291715,2.571958707667558e-07,7.58330093188579e-06,5.120141709348501,Not Significant
SLC43A3,0.49620013064013874,2.609583439654729e-07,7.684333217413153e-06,5.114393810995909,Not Significant
COL6A2,-0.8664646769168901,2.778721445000932e-07,8.161379545779375e-06,5.088236424765717,Not Significant
SIGLEC10,0.8231357652497253,2.8022364147770247e-07,8.21989348334594e-06,5.085133810184379,Not Significant
FANCF,0.3220402472113376,2.835200836744284e-07,8.305940479476214e-06,5.0806111853773155,Not Significant
CLSTN1,-0.4670306501859086,2.839136409459451e-07,8.306833893661411e-06,5.080564473751389,Not Significant
FAT1,-0.7186644558335823,2.910137324290058e-07,8.503696293710923e-06,5.070392258870553,Not Significant
USP53,-0.6537345241684235,2.941724971346511e-07,8.585034100052062e-06,5.066257975466952,Not Significant
GPX8,-0.8466702341473193,2.950884203563258e-07,8.60079370414361e-06,5.065461469055925,Not Significant
EGR1,-0.7362132114025368,2.962485895759693e-07,8.612665475855372e-06,5.0648624208682955,Not Significant
CDH11,-0.8671273238870447,2.9715841731771356e-07,8.628153030747826e-06,5.064082160762357,Not Significant
PSME1,0.36659260375841907,3.002070373355978e-07,8.683611901692134e-06,5.061299594789241,Not Significant
NARS2,0.40358607175158484,3.012518864782933e-07,8.702832276039584e-06,5.060339386268826,Not Significant
CDK8,0.39776702508960715,3.0800890655568095e-07,8.886814353081941e-06,5.051253892215462,Not Significant
SRM,0.5351877198271547,3.104467137466285e-07,8.945870038441889e-06,5.048377415351549,Not Significant
ADARB1,-0.5107367500753675,3.138565715700954e-07,9.021404971763547e-06,5.044725821219881,Not Significant
GCLC,0.5164386828794445,3.158148072383604e-07,9.066302119966984e-06,5.042569812869616,Not Significant
SNRPD1,0.4746933976484794,3.170237364716395e-07,9.089602870264551e-06,5.041455090927684,Not Significant
ZNF581,-0.5014922118380041,3.180426575460255e-07,9.107404261142758e-06,5.040605385452607,Not Significant
ITSN2,-0.40529715606471484,3.266140663567716e-07,9.311353076792976e-06,5.0309872050458555,Not Significant
LINC00537,-0.4948033028506326,3.267926800989843e-07,9.311353076792976e-06,5.0309872050458555,Not Significant
SHROOM3,-0.8497431078953523,3.2660065049539236e-07,9.311353076792976e-06,5.0309872050458555,Not Significant
COX5A,0.37937905738117067,3.351179936244471e-07,9.536691161849938e-06,5.020602281418846,Not Significant
ASPSCR1,-0.5581884232740402,3.3854211420496525e-07,9.621878448017115e-06,5.016740133786486,Not Significant
WDR75,0.3347935885840647,3.3895253623696656e-07,9.621878448017115e-06,5.016740133786486,Not Significant
LOC101929747,-0.4093893578534802,3.4215474874624126e-07,9.700744301504338e-06,5.013194942678584,Not Significant
RAB2A,-0.25621136904163494,3.4274020937973326e-07,9.705316820059773e-06,5.012990282948684,Not Significant
NXPE3,0.4441793538337869,3.562638863727304e-07,1.007579446255633e-05,4.996720700313271,Not Significant
RBM6,-0.72809620473654,3.5846400346094883e-07,1.0125501727390752e-05,4.994583447911948,Not Significant
TFRC,0.4892425685860735,3.67931627378152e-07,1.0367334525138075e-05,4.984332887759743,Not Significant
SLC7A6,-0.49237704753290973,3.718898301670134e-07,1.0465977016262321e-05,4.980220223324751,Not Significant
GTF2I,-0.37709972197098895,3.7424726481397323e-07,1.0514049675552877e-05,4.9782299754089445,Not Significant
NTAN1,0.3052390714501079,3.74517066677255e-07,1.0514049675552877e-05,4.9782299754089445,Not Significant
SYNGR2,-0.4640745653703117,3.7952984699754306e-07,1.0628693879196799e-05,4.973520101037304,Not Significant
EXPH5,-0.6171355642648965,3.842264822833726e-07,1.0733946171725964e-05,4.9692405869305745,Not Significant
PANK1,-0.6724607577127903,3.9074769618076925e-07,1.0902813766604879e-05,4.9624614061317835,Not Significant
AP1S3,0.6542282785649693,4.053483933312203e-07,1.129643269113072e-05,4.947058681043378,Not Significant
TMOD2,-0.9000721535524049,4.062303399555516e-07,1.130723865959005e-05,4.946643441168562,Not Significant
CDC123,0.45506823434830934,4.1757829452586687e-07,1.1608981019139531e-05,4.935205898882117,Not Significant
PRSS23,-0.6569863079087512,4.1849795019885006e-07,1.1620428520084575e-05,4.934777856414135,Not Significant
MAPKAPK3,0.4090222088232359,4.2457449599890754e-07,1.1762100090423554e-05,4.929515129258612,Not Significant
RDX,0.5516206913878012,4.246282637539273e-07,1.1762100090423554e-05,4.929515129258612,Not Significant
TMEM147,0.3315038689578956,4.359123171383847e-07,1.2045499777930243e-05,4.919175176048003,Not Significant
RAB11FIP4,-0.6790296787592518,4.405504926793812e-07,1.2144331653619568e-05,4.915626380993217,Not Significant
NARS,0.2932380665259799,4.4626402780088746e-07,1.2272260764524406e-05,4.911075425283063,Not Significant
PDLIM3,-0.6941960271999441,4.540236496851283e-07,1.247066159039104e-05,4.904110505829042,Not Significant
LRRFIP1,-0.3929125604350181,4.5492367824224634e-07,1.2480400189667382e-05,4.90377148858166,Not Significant
UNC5B,-0.6239829832847598,4.5575267845474585e-07,1.2488169201250998e-05,4.903501225683001,Not Significant
FLRT2,-0.6773525273841806,4.627711987504692e-07,1.2665317018433894e-05,4.8973839351562285,Not Significant
KCTD11,-0.8241092352527368,4.663715581731099e-07,1.2748603645162192e-05,4.8945373809092985,Not Significant
PPP3CB,-0.23216204401567433,4.6755606191645015e-07,1.2750515729020714e-05,4.894472248662333,Not Significant
TSEN15,0.44014320168827437,4.673308187565912e-07,1.2750515729020714e-05,4.894472248662333,Not Significant
ACTN1,-0.6059326198371998,4.687183436383746e-07,1.2751814152730097e-05,4.894428025388988,Not Significant
OPN3,0.5381088835292952,4.682603671212296e-07,1.2751814152730097e-05,4.894428025388988,Not Significant
ACACB,-0.5522012025592051,4.693439418485902e-07,1.275366910866478e-05,4.89436485488406,Not Significant
FGD2,0.4263414875748322,4.7206259768153833e-07,1.2812327680846496e-05,4.8923719625961315,Not Significant
HDAC3,0.29758657421364887,4.824313711526265e-07,1.3078234326981153e-05,4.883450885507956,Not Significant
MS4A4A,0.9788232003483754,4.839297663536606e-07,1.3103329058191426e-05,4.882618352594117,Not Significant
TMEM200B,-0.4212754497035454,4.878247430054935e-07,1.3177603447421123e-05,4.880163565781355,Not Significant
BPHL,-0.4644649783941289,4.88662722899233e-07,1.3184673466903834e-05,4.8799306215230205,Not Significant
ALPK1,-0.5875739372927324,4.912979931087169e-07,1.3240162641139507e-05,4.87810668002354,Not Significant
RTP4,0.6524537232438969,5.058864570277614e-07,1.3617273102111979e-05,4.865909852428738,Not Significant
WISP1,-0.723966360164806,5.071760448412848e-07,1.3635943485274497e-05,4.86531480739066,Not Significant
RGS8,-0.6848577027434415,5.079215375786453e-07,1.3639958661736389e-05,4.865186945882398,Not Significant
ADRB2,0.884318962918301,5.128678708901313e-07,1.3756643477099885e-05,4.861487517931613,Not Significant
NLRC3,-0.6920079389006107,5.192130480623499e-07,1.3903525691135073e-05,4.856875056289275,Not Significant
ZBTB43,-0.555242086222488,5.242937328751097e-07,1.401383248619452e-05,4.853443078133735,Not Significant
LACTB,0.4450529929990302,5.262421215180969e-07,1.4049497946714185e-05,4.852339194824195,Not Significant
LIMA1,-0.6127776102904211,5.27171397962759e-07,1.4057903945673576e-05,4.852079428440538,Not Significant
HOXA-AS2,-0.686873748032022,5.43987224361469e-07,1.4489438525483599e-05,4.838948443376908,Not Significant
MTCP1,0.6962254044819626,5.490270362700267e-07,1.4606672778904897e-05,4.835448699762152,Not Significant
HIVEP1,0.4011698824238789,5.564669097603276e-07,1.4787413351122293e-05,4.830107787164669,Not Significant
LOC102725017,-0.8241250125615497,5.664551399423614e-07,1.5035375408214883e-05,4.822885723820146,Not Significant
SLC36A4,-0.4691086825444657,5.705071274138034e-07,1.5125380156695044e-05,4.820293701113172,Not Significant
GOT2,0.5882746457642476,5.718029390776741e-07,1.5142188942242111e-05,4.819811339048536,Not Significant
LINC00667,-0.4380748668475506,5.797527774020506e-07,1.5334963638102794e-05,4.814317249468912,Not Significant
RCAN2,-0.8899020198974957,5.868170653090648e-07,1.548601436478824e-05,4.810060342221824,Not Significant
PCBP2,-0.31348294978728874,5.887092716358198e-07,1.5518050846805942e-05,4.809162829446213,Not Significant
